% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-199.3,39731
2,300,-196.9,59424
2,400,-175.4,76963
2,500,-141.7,91135
2,600,-149.2,106050
2,700,-167.0,122748
2,800,-147.8,137525
2,900,-134.3,150954
2,1000,-128.6,163816
2,1100,-107.8,174592
2,1200,-109.0,185487
2,1300,-117.7,197259
2,1400,-106.7,207930
2,1500,-103.0,218231
2,1600,-102.3,228457
2,1700,-102.6,238713
2,1800,-103.9,249099
2,1900,-104.1,259505
2,2000,-104.9,269999
2,2100,-102.2,280220
2,2200,-101.4,290355
