% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-199.5,39748
2,300,-194.6,59213
2,400,-161.9,75401
2,500,-136.5,89054
2,600,-142.2,103270
2,700,-163.2,119588
2,800,-173.9,136980
2,900,-163.5,153329
2,1000,-130.6,166392
2,1100,-107.8,177171
2,1200,-105.8,187750
2,1300,-103.6,198108
2,1400,-103.9,208496
2,1500,-103.5,218845
2,1600,-112.2,230064
2,1700,-103.2,240387
2,1800,-112.6,251643
2,1900,-105.6,262202
2,2000,-109.3,273132
2,2100,-102.7,283405
2,2200,-102.0,293606
