% time spent exploring,episodes,mean 100 episode reward,steps
92,100,23.3,2306
82,200,31.4,5449
72,300,29.3,8383
63,400,28.6,11247
52,500,32.8,14526
35,600,53.2,19851
19,700,48.3,24682
2,800,119.6,36644
2,900,134.4,50087
2,1000,176.2,67707
2,1100,120.2,79723
2,1200,155.1,95229
2,1300,169.8,112208
2,1400,196.9,131896
2,1500,197.2,151619
2,1600,198.1,171430
2,1700,198.8,191312
2,1800,189.1,210219
2,1900,105.2,220737
2,2000,20.3,222768
2,2100,142.3,236997
2,2200,155.9,252587
2,2300,170.1,269600
2,2400,137.8,283375
2,2500,68.6,290236
