% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-200.0,39799
2,300,-197.2,59516
2,400,-170.7,76586
2,500,-148.2,91404
2,600,-130.2,104419
2,700,-121.7,116592
2,800,-148.8,131472
2,900,-155.1,146986
2,1000,-113.3,158316
2,1100,-104.9,168804
2,1200,-114.0,180200
2,1300,-107.4,190939
2,1400,-105.5,201487
2,1500,-114.8,212972
2,1600,-103.6,223334
2,1700,-104.9,233826
2,1800,-103.1,244132
2,1900,-111.8,255312
2,2000,-109.3,266239
2,2100,-120.9,278325
2,2200,-102.7,288596
2,2300,-104.4,299031
