% time spent exploring,episodes,mean 100 episode reward,steps
11,100,-272.3,27030
2,200,-93.3,36458
2,300,-86.9,45250
2,400,-82.1,53561
2,500,-79.1,61572
2,600,-78.0,69471
2,700,-77.8,77353
2,800,-73.8,84829
2,900,-71.6,92086
2,1000,-74.8,99668
2,1100,-71.6,106929
2,1200,-74.5,114480
2,1300,-66.0,121180
2,1400,-66.0,127884
2,1500,-69.5,134930
2,1600,-69.8,142006
2,1700,-68.4,148948
2,1800,-68.0,155849
2,1900,-65.6,162511
2,2000,-67.6,169376
2,2100,-65.1,175985
2,2200,-67.5,182834
2,2300,-66.0,189532
2,2400,-64.7,196099
2,2500,-66.4,202838
2,2600,-64.9,209429
2,2700,-68.2,216345
2,2800,-65.4,222990
2,2900,-65.5,229642
2,3000,-65.6,236302
2,3100,-66.2,243019
2,3200,-64.2,249535
2,3300,-63.9,256025
2,3400,-65.2,262645
2,3500,-64.8,269220
2,3600,-65.3,275846
2,3700,-66.4,282587
2,3800,-66.3,289317
2,3900,-65.6,295973
