% time spent exploring,episodes,mean 100 episode reward,steps
94,100,24.1,2389
87,200,27.6,5154
81,300,25.4,7689
76,400,18.7,9560
70,500,24.1,11971
64,600,26.6,14634
57,700,26.8,17318
52,800,21.4,19459
41,900,45.3,23989
32,1000,36.6,27647
19,1100,50.7,32718
2,1200,87.7,41491
2,1300,84.6,49950
2,1400,108.3,60777
2,1500,99.7,70748
2,1600,99.0,80649
2,1700,76.6,88312
2,1800,68.3,95143
2,1900,115.8,106725
2,2000,72.9,114015
2,2100,51.2,119140
2,2200,81.8,127319
2,2300,127.1,140026
2,2400,122.4,152261
2,2500,120.0,164257
2,2600,158.2,180080
2,2700,120.2,192096
2,2800,98.1,201906
2,2900,115.9,213498
2,3000,131.7,226670
2,3100,137.4,240411
2,3200,142.4,254650
2,3300,171.2,271766
2,3400,145.7,286335
2,3500,154.9,301822
2,3600,162.4,318060
2,3700,190.0,337057
2,3800,191.8,356241
2,3900,169.4,373179
2,4000,191.4,392314
