# {"t_start": 1594123391.377609, "env_id": "CartPole-v0"} 
r,l,t
16.0,16,6.859602
18.0,18,6.875436
41.0,41,6.911767
20.0,20,6.929595
22.0,22,6.948228
31.0,31,6.973735
48.0,48,7.013526
39.0,39,7.046716
16.0,16,7.060241
16.0,16,7.073271
28.0,28,7.097351
28.0,28,7.120582
34.0,34,7.148117
12.0,12,7.158075
16.0,16,7.17125
32.0,32,7.196407
24.0,24,7.216285
14.0,14,7.228477
11.0,11,7.239387
16.0,16,7.253182
17.0,17,7.266237
29.0,29,7.289312
27.0,27,7.31058
14.0,14,7.321477
11.0,11,7.329873
75.0,75,7.391609
11.0,11,7.401203
15.0,15,7.412631
25.0,25,7.434468
31.0,31,7.459204
29.0,29,7.483043
20.0,20,7.500022
24.0,24,7.522802
10.0,10,7.52998
51.0,51,7.572248
9.0,9,7.579865
20.0,20,7.596396
10.0,10,7.604486
10.0,10,7.613512
62.0,62,7.661652
15.0,15,7.673795
10.0,10,8.021677
41.0,41,9.236091
34.0,34,10.236781
55.0,55,11.921678
15.0,15,12.398044
19.0,19,12.958499
11.0,11,13.27433
20.0,20,13.869623
18.0,18,14.422626
29.0,29,15.298121
29.0,29,16.147757
13.0,13,16.528205
14.0,14,16.943406
18.0,18,17.460743
39.0,39,18.59703
15.0,15,19.041214
23.0,23,19.731396
17.0,17,20.241024
16.0,16,20.712972
11.0,11,21.055305
10.0,10,21.357999
21.0,21,21.986336
29.0,29,22.820603
15.0,15,23.260321
17.0,17,23.752616
11.0,11,24.076253
14.0,14,24.521555
11.0,11,24.837742
13.0,13,25.224839
28.0,28,26.076359
33.0,33,27.059935
29.0,29,27.913724
23.0,23,28.586287
13.0,13,28.958817
18.0,18,29.484814
21.0,21,30.101673
18.0,18,30.647218
13.0,13,31.023671
17.0,17,31.516706
15.0,15,31.962778
16.0,16,32.422247
11.0,11,32.74075
18.0,18,33.284579
10.0,10,33.581934
12.0,12,33.943938
40.0,40,35.121624
27.0,27,35.916082
23.0,23,36.602359
13.0,13,36.99087
10.0,10,37.289886
29.0,29,38.139473
15.0,15,38.582499
27.0,27,39.394175
10.0,10,39.697502
18.0,18,40.238825
27.0,27,41.067241
36.0,36,42.133283
20.0,20,42.724778
16.0,16,43.207669
11.0,11,43.525705
12.0,12,43.87217
21.0,21,44.493952
19.0,19,45.064493
22.0,22,45.720122
20.0,20,46.314687
16.0,16,46.783185
30.0,30,47.672498
21.0,21,48.287733
13.0,13,48.67487
22.0,22,49.309602
25.0,25,50.046216
87.0,87,52.692321
17.0,17,53.19807
26.0,26,53.952451
81.0,81,56.381584
11.0,11,56.714043
14.0,14,57.13343
41.0,41,58.36939
30.0,30,59.27049
24.0,24,59.989268
12.0,12,60.34975
17.0,17,60.861331
23.0,23,61.564685
15.0,15,62.014805
15.0,15,62.456988
29.0,29,63.31939
16.0,16,63.779361
35.0,35,64.831971
39.0,39,66.012383
19.0,19,66.593138
15.0,15,67.057952
20.0,20,67.653359
14.0,14,68.078765
59.0,59,69.878712
13.0,13,70.274919
18.0,18,70.82575
31.0,31,71.830035
13.0,13,72.214462
13.0,13,72.593397
71.0,71,74.691852
13.0,13,75.072849
24.0,24,75.775788
31.0,31,76.681329
10.0,10,76.984104
34.0,34,77.971488
17.0,17,78.473269
25.0,25,79.22632
14.0,14,79.639374
45.0,45,80.982701
24.0,24,81.702164
11.0,11,82.042888
10.0,10,82.333026
18.0,18,82.865702
23.0,23,83.538696
27.0,27,84.328174
14.0,14,84.736469
23.0,23,85.431026
8.0,8,85.667312
29.0,29,86.548672
25.0,25,87.280916
63.0,63,89.164387
25.0,25,89.915743
22.0,22,90.568686
33.0,33,91.564874
14.0,14,91.974465
11.0,11,92.300438
18.0,18,92.863873
14.0,14,93.276292
29.0,29,94.144149
32.0,32,95.070026
28.0,28,95.890388
15.0,15,96.337202
14.0,14,96.759053
9.0,9,97.02484
19.0,19,97.602785
28.0,28,98.44995
51.0,51,99.965934
19.0,19,100.522271
14.0,14,100.944791
19.0,19,101.523034
28.0,28,102.335038
49.0,49,103.83935
15.0,15,104.297919
12.0,12,104.666227
14.0,14,105.100934
29.0,29,105.954775
14.0,14,106.36408
15.0,15,106.801323
21.0,21,107.434794
20.0,20,108.027193
17.0,17,108.556193
41.0,41,109.807598
74.0,74,112.038885
53.0,53,113.604961
18.0,18,114.14231
12.0,12,114.495965
30.0,30,115.383903
32.0,32,116.333867
17.0,17,116.845324
29.0,29,117.702667
52.0,52,119.272088
23.0,23,119.939965
19.0,19,120.498681
29.0,29,121.376896
18.0,18,121.926103
20.0,20,122.517367
39.0,39,123.693777
15.0,15,124.160211
11.0,11,124.493186
27.0,27,125.291579
15.0,15,125.733419
36.0,36,126.802876
33.0,33,127.795721
61.0,61,129.617965
18.0,18,130.142728
46.0,46,131.583932
11.0,11,131.923546
27.0,27,132.745617
45.0,45,134.067665
9.0,9,134.332469
23.0,23,135.011979
19.0,19,135.577414
19.0,19,136.132999
15.0,15,136.567914
72.0,72,138.709924
27.0,27,139.520921
30.0,30,140.409649
30.0,30,141.281109
24.0,24,142.018319
17.0,17,142.520014
17.0,17,143.049344
14.0,14,143.468941
15.0,15,143.916638
31.0,31,144.81834
22.0,22,145.479149
58.0,58,147.252214
13.0,13,147.650394
28.0,28,148.506585
9.0,9,148.772838
42.0,42,150.019351
22.0,22,150.70754
16.0,16,151.207099
10.0,10,151.509573
18.0,18,152.116095
10.0,10,152.404608
23.0,23,153.099429
15.0,15,153.571214
31.0,31,154.528584
11.0,11,154.853159
19.0,19,155.419347
14.0,14,155.861286
15.0,15,156.301412
12.0,12,156.664284
17.0,17,157.174025
16.0,16,157.657481
61.0,61,159.502812
17.0,17,160.026729
24.0,24,160.759875
72.0,72,162.980359
31.0,31,163.928853
27.0,27,164.731283
32.0,32,165.670393
43.0,43,166.947531
12.0,12,167.303605
34.0,34,168.313684
33.0,33,169.307478
13.0,13,169.704034
19.0,19,170.252982
43.0,43,171.59986
25.0,25,172.341151
28.0,28,173.167295
22.0,22,173.819084
9.0,9,174.086237
24.0,24,174.796332
15.0,15,175.253886
69.0,69,177.323725
42.0,42,178.590767
70.0,70,180.715487
28.0,28,181.535377
56.0,56,183.257331
11.0,11,183.591174
10.0,10,183.889158
40.0,40,185.123392
20.0,20,185.742301
23.0,23,186.423621
27.0,27,187.251527
14.0,14,187.688148
38.0,38,188.856513
35.0,35,189.895182
19.0,19,190.48173
22.0,22,191.200265
88.0,88,193.87726
48.0,48,195.347898
17.0,17,195.859324
31.0,31,196.791828
10.0,10,197.090348
14.0,14,197.507522
10.0,10,197.805522
23.0,23,198.503361
66.0,66,200.453282
40.0,40,201.630536
58.0,58,203.401152
20.0,20,204.008362
20.0,20,204.598394
22.0,22,205.267086
9.0,9,205.538937
31.0,31,206.449332
14.0,14,206.871398
13.0,13,207.263324
42.0,42,208.52811
54.0,54,210.132969
8.0,8,210.357074
24.0,24,211.064599
27.0,27,211.863882
24.0,24,212.586105
15.0,15,213.037827
17.0,17,213.543084
33.0,33,214.545033
18.0,18,215.080103
13.0,13,215.462285
56.0,56,217.144844
20.0,20,217.752993
12.0,12,218.124447
29.0,29,219.000746
12.0,12,219.350563
27.0,27,220.146951
46.0,46,221.54239
12.0,12,221.897557
10.0,10,222.205657
24.0,24,222.926193
32.0,32,223.909788
13.0,13,224.316853
11.0,11,224.650138
11.0,11,224.97697
18.0,18,225.523456
26.0,26,226.307499
9.0,9,226.582083
15.0,15,227.03409
12.0,12,227.388395
37.0,37,228.525964
19.0,19,229.091144
28.0,28,229.946422
22.0,22,230.591115
10.0,10,230.879787
13.0,13,231.261341
37.0,37,232.357218
12.0,12,232.718102
29.0,29,233.601815
57.0,57,235.318559
39.0,39,236.473379
21.0,21,237.083718
34.0,34,238.129685
16.0,16,238.620075
25.0,25,239.381087
15.0,15,239.81865
15.0,15,240.256596
18.0,18,240.790844
23.0,23,241.474289
31.0,31,242.415488
53.0,53,244.012156
17.0,17,244.513459
18.0,18,245.048064
14.0,14,245.472368
14.0,14,245.898633
21.0,21,246.528865
13.0,13,246.922096
35.0,35,247.969213
12.0,12,248.338756
21.0,21,248.980976
13.0,13,249.376869
29.0,29,250.247063
11.0,11,250.606083
25.0,25,251.36728
22.0,22,252.061118
29.0,29,252.9515
20.0,20,253.576995
19.0,19,254.184314
16.0,16,254.679301
16.0,16,255.145911
14.0,14,255.576274
22.0,22,256.279734
32.0,32,257.253245
15.0,15,257.710103
63.0,63,259.626483
11.0,11,259.964709
16.0,16,260.441934
12.0,12,260.807422
35.0,35,261.871261
26.0,26,262.653508
36.0,36,263.762341
21.0,21,264.398984
40.0,40,265.610875
15.0,15,266.081495
30.0,30,266.989658
24.0,24,267.710979
25.0,25,268.451931
14.0,14,268.883495
10.0,10,269.190577
57.0,57,270.866138
22.0,22,271.514638
73.0,73,273.707364
15.0,15,274.154357
18.0,18,274.68822
20.0,20,275.301854
16.0,16,275.781008
17.0,17,276.293066
12.0,12,276.664013
14.0,14,277.087091
33.0,33,278.082953
59.0,59,279.916603
14.0,14,280.344797
18.0,18,280.883646
19.0,19,281.4489
19.0,19,282.024581
26.0,26,282.815066
17.0,17,283.334123
11.0,11,283.667765
25.0,25,284.404652
11.0,11,284.726352
46.0,46,286.097962
53.0,53,287.704128
35.0,35,288.756469
36.0,36,289.828726
12.0,12,290.1779
51.0,51,291.696885
54.0,54,293.349803
60.0,60,295.115573
50.0,50,296.592648
30.0,30,297.488094
9.0,9,297.768522
56.0,56,299.461935
13.0,13,299.847933
23.0,23,300.529559
30.0,30,301.414386
20.0,20,302.005973
43.0,43,303.282178
26.0,26,304.058324
26.0,26,304.841652
33.0,33,305.842549
49.0,49,307.288465
18.0,18,307.820835
20.0,20,308.412457
91.0,91,311.136777
56.0,56,312.842602
10.0,10,313.143426
71.0,71,315.265778
14.0,14,315.698062
14.0,14,316.106193
48.0,48,317.532105
43.0,43,318.804956
81.0,81,321.197185
35.0,35,322.228581
13.0,13,322.613328
35.0,35,323.675865
40.0,40,324.837798
28.0,28,325.658135
11.0,11,326.000103
11.0,11,326.327263
75.0,75,328.527863
27.0,27,329.339551
24.0,24,330.033698
17.0,17,330.542035
35.0,35,331.583092
13.0,13,331.961937
14.0,14,332.375944
27.0,27,333.175847
23.0,23,333.862729
81.0,81,336.265374
16.0,16,336.742239
34.0,34,337.751008
12.0,12,338.119188
26.0,26,338.89119
18.0,18,339.42768
42.0,42,340.677131
24.0,24,341.388801
14.0,14,341.804225
20.0,20,342.410563
74.0,74,344.580533
28.0,28,345.3987
11.0,11,345.726414
19.0,19,346.280213
90.0,90,348.976055
15.0,15,349.433321
50.0,50,350.925435
19.0,19,351.489784
58.0,58,353.20845
16.0,16,353.673528
16.0,16,354.14342
16.0,16,354.609277
14.0,14,355.025662
33.0,33,356.023828
14.0,14,356.437824
26.0,26,357.206198
11.0,11,357.532647
19.0,19,358.079898
14.0,14,358.503433
30.0,30,359.408137
13.0,13,359.793818
29.0,29,360.656733
11.0,11,360.980334
12.0,12,361.335168
26.0,26,362.099425
32.0,32,363.038946
26.0,26,363.808098
34.0,34,364.817214
33.0,33,365.80927
12.0,12,366.16238
47.0,47,367.533705
43.0,43,368.809634
46.0,46,370.163044
30.0,30,371.088483
12.0,12,371.449742
56.0,56,373.10987
66.0,66,375.058234
15.0,15,375.503547
21.0,21,376.129929
57.0,57,377.782906
117.0,117,381.30776
69.0,69,383.38837
17.0,17,383.899353
111.0,111,387.198618
53.0,53,388.772158
34.0,34,389.781451
97.0,97,392.640545
18.0,18,393.170851
74.0,74,395.38201
35.0,35,396.417241
68.0,68,398.422689
15.0,15,398.857244
68.0,68,400.860286
38.0,38,402.002107
17.0,17,402.512488
24.0,24,403.235528
85.0,85,405.781235
74.0,74,408.007723
42.0,42,409.266772
25.0,25,410.009053
100.0,100,413.015321
73.0,73,415.187426
16.0,16,415.667389
27.0,27,416.485602
37.0,37,417.612602
20.0,20,418.214109
17.0,17,418.720022
19.0,19,419.294423
48.0,48,420.716705
17.0,17,421.227234
28.0,28,422.047879
166.0,166,426.988211
12.0,12,427.342584
22.0,22,427.9978
95.0,95,430.861676
46.0,46,432.278795
200.0,200,438.233563
104.0,104,441.32659
25.0,25,442.060213
16.0,16,442.525649
24.0,24,443.236437
31.0,31,444.171494
54.0,54,445.765595
56.0,56,447.436837
193.0,193,453.236797
18.0,18,453.786974
13.0,13,454.184652
22.0,22,454.841317
16.0,16,455.348791
40.0,40,456.568756
87.0,87,459.133188
12.0,12,459.491
84.0,84,461.978689
17.0,17,462.495648
15.0,15,462.951727
86.0,86,465.529383
24.0,24,466.255112
33.0,33,467.232356
99.0,99,470.166503
18.0,18,470.707572
21.0,21,471.339106
112.0,112,474.613045
10.0,10,474.909934
21.0,21,475.535074
10.0,10,475.827065
22.0,22,476.491167
35.0,35,477.516675
14.0,14,477.939158
94.0,94,480.76673
21.0,21,481.408162
21.0,21,482.037177
12.0,12,482.382782
18.0,18,482.917068
16.0,16,483.376284
71.0,71,485.454554
52.0,52,486.981031
87.0,87,489.558926
64.0,64,491.466257
25.0,25,492.216528
12.0,12,492.57141
49.0,49,494.052649
27.0,27,494.852523
21.0,21,495.456769
27.0,27,496.260777
23.0,23,496.956791
108.0,108,500.158189
82.0,82,502.591842
26.0,26,503.346913
32.0,32,504.289657
82.0,82,506.730631
97.0,97,509.596874
97.0,97,512.491015
105.0,105,515.607176
95.0,95,518.446514
59.0,59,520.223941
157.0,157,524.952592
190.0,190,530.543725
62.0,62,532.394861
46.0,46,533.753697
15.0,15,534.206797
94.0,94,536.987661
200.0,200,542.946584
15.0,15,543.38352
17.0,17,543.881559
200.0,200,549.796669
26.0,26,550.584073
27.0,27,551.39502
11.0,11,551.726551
51.0,51,553.247032
29.0,29,554.11782
62.0,62,555.95552
118.0,118,559.347181
47.0,47,560.732197
20.0,20,561.303987
27.0,27,562.108723
19.0,19,562.686711
22.0,22,563.338342
35.0,35,564.396245
30.0,30,565.276864
17.0,17,565.789149
12.0,12,566.151187
34.0,34,567.141904
25.0,25,567.86787
35.0,35,568.916289
39.0,39,570.057695
23.0,23,570.73852
45.0,45,572.055042
16.0,16,572.521733
32.0,32,573.448373
107.0,107,576.707613
