% time spent exploring,episodes,mean 100 episode reward,steps
94,100,20.9,2069
88,200,25.7,4641
81,300,27.4,7377
75,400,25.0,9873
69,500,25.5,12420
61,600,32.3,15649
53,700,33.2,18970
47,800,24.2,21390
38,900,37.2,25115
30,1000,31.8,28296
20,1100,41.5,32449
2,1200,103.2,42764
2,1300,157.4,58504
2,1400,152.5,73754
2,1500,154.6,89212
2,1600,128.1,102023
2,1700,149.1,116937
2,1800,169.7,133904
2,1900,178.0,151702
2,2000,190.6,170762
2,2100,174.5,188210
2,2200,152.0,203414
2,2300,170.6,220474
2,2400,176.8,238154
2,2500,121.1,250261
2,2600,136.3,263895
2,2700,194.5,283342
2,2800,185.3,301870
2,2900,147.6,316629
2,3000,99.6,326587
2,3100,81.6,334752
2,3200,74.0,342154
2,3300,68.6,349010
2,3400,89.5,357957
2,3500,109.1,368871
2,3600,107.9,379660
2,3700,80.7,387732
2,3800,105.8,398311
