% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-198.8,39679
2,300,-195.3,59213
2,400,-162.2,75428
2,500,-119.3,87354
2,600,-108.9,98248
2,700,-120.4,110289
2,800,-153.7,125657
2,900,-121.5,137805
2,1000,-121.7,149974
2,1100,-104.7,160448
2,1200,-104.2,170871
2,1300,-102.7,181145
2,1400,-104.6,191610
2,1500,-104.3,202041
2,1600,-106.6,212702
2,1700,-109.2,223620
2,1800,-104.9,234111
2,1900,-104.1,244521
2,2000,-102.2,254737
2,2100,-104.0,265139
2,2200,-108.4,275975
2,2300,-106.0,286571
2,2400,-108.0,297369
