% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-199.9,39793
2,300,-198.2,59616
2,400,-159.6,75581
2,500,-154.6,91041
2,600,-157.0,106737
2,700,-188.7,125608
2,800,-171.7,142777
2,900,-123.9,155169
2,1000,-119.2,167088
2,1100,-128.1,179897
2,1200,-103.8,190282
2,1300,-108.1,201094
2,1400,-106.4,211738
2,1500,-101.7,221904
2,1600,-103.3,232235
2,1700,-101.8,242416
2,1800,-102.7,252690
2,1900,-105.1,263196
2,2000,-102.8,273481
2,2100,-104.0,283877
2,2200,-103.1,294183
