% time spent exploring,episodes,mean 100 episode reward,steps
94,100,22.8,2252
87,200,27.0,4952
80,300,28.6,7808
74,400,26.4,10443
66,500,31.6,13605
56,600,42.0,17801
45,700,45.6,22358
40,800,18.7,24230
31,900,36.2,27850
28,1000,13.2,29166
21,1100,27.5,31915
13,1200,32.2,35135
10,1300,14.4,36576
7,1400,10.9,37668
4,1500,11.7,38837
2,1600,12.8,40115
2,1700,28.5,42961
2,1800,54.9,48455
2,1900,29.7,51422
2,2000,155.3,66954
2,2100,87.9,75744
2,2200,75.3,83275
2,2300,113.9,94666
2,2400,151.4,109809
2,2500,168.8,126684
2,2600,169.0,143579
2,2700,186.5,162230
2,2800,112.2,173452
2,2900,105.0,183953
2,3000,54.1,189365
2,3100,111.7,200531
2,3200,139.6,214491
2,3300,156.6,230150
2,3400,92.9,239444
2,3500,67.5,246191
2,3600,72.3,253424
2,3700,60.9,259512
2,3800,107.0,270215
2,3900,106.0,280820
2,4000,41.4,284959
2,4100,16.2,286579
2,4200,17.7,288345
2,4300,15.6,289907
2,4400,11.8,291085
2,4500,11.5,292235
2,4600,13.1,293542
2,4700,12.8,294821
2,4800,11.8,295997
2,4900,57.9,301786
2,5000,98.2,311604
2,5100,44.6,316062
2,5200,36.5,319713
2,5300,83.1,328025
2,5400,96.9,337719
2,5500,66.7,344390
2,5600,25.6,346949
2,5700,70.4,353984
2,5800,70.5,361036
2,5900,98.3,370868
2,6000,94.7,380337
2,6100,74.4,387774
2,6200,47.5,392525
2,6300,32.2,395746
2,6400,19.4,397682
