% time spent exploring,episodes,mean 100 episode reward,steps
93,100,21.3,2106
83,200,28.2,4927
73,300,32.0,8122
66,400,20.6,10180
58,500,25.8,12761
49,600,27.9,15547
36,700,37.6,19304
19,800,52.5,24552
2,900,68.0,31356
2,1000,112.6,42616
2,1100,107.7,53388
2,1200,102.2,63609
2,1300,60.4,69650
2,1400,64.4,76095
2,1500,76.8,83775
2,1600,86.0,92378
2,1700,172.4,109619
2,1800,166.9,126310
2,1900,174.0,143708
2,2000,195.0,163209
2,2100,196.8,182884
2,2200,181.3,201014
2,2300,192.0,220219
2,2400,153.0,235516
2,2500,194.7,254986
2,2600,190.0,273981
2,2700,177.0,291684
