% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-198.6,39662
2,300,-196.6,59327
2,400,-179.2,77242
2,500,-139.9,91235
2,600,-142.6,105491
2,700,-175.3,123024
2,800,-195.0,142521
2,900,-136.0,156125
2,1000,-109.6,167086
2,1100,-110.0,178089
2,1200,-113.7,189456
2,1300,-109.4,200392
2,1400,-112.0,211593
2,1500,-117.9,223387
2,1600,-106.5,234039
2,1700,-108.1,244852
2,1800,-102.5,255101
2,1900,-104.2,265517
2,2000,-103.8,275898
2,2100,-105.3,286432
2,2200,-105.3,296961
