% time spent exploring,episodes,mean 100 episode reward,steps
94,100,23.5,2325
88,200,23.7,4695
81,300,28.4,7537
75,400,22.7,9811
70,500,21.4,11950
65,600,20.5,13997
54,700,44.7,18466
37,800,68.6,25327
22,900,63.9,31717
2,1000,87.1,40423
2,1100,150.9,55514
2,1200,122.2,67734
2,1300,178.2,85550
2,1400,166.3,102184
2,1500,196.9,121875
2,1600,170.4,138914
2,1700,161.4,155052
2,1800,134.6,168507
2,1900,191.9,187696
2,2000,152.5,202947
2,2100,116.7,214619
2,2200,96.6,224279
2,2300,136.8,237962
2,2400,185.9,256553
2,2500,168.2,273377
2,2600,198.8,293259
2,2700,173.2,310578
2,2800,194.6,330037
2,2900,169.4,346976
2,3000,189.3,365903
2,3100,189.0,384801
