% time spent exploring,episodes,mean 100 episode reward,steps
92,100,21.9,2167
84,200,26.3,4798
73,300,32.1,8004
64,400,28.4,10845
53,500,35.3,14376
38,600,43.5,18722
14,700,74.2,26141
2,800,114.7,37609
2,900,152.7,52877
2,1000,150.4,67922
2,1100,147.0,82623
2,1200,187.6,101379
2,1300,171.1,118489
2,1400,151.3,133616
2,1500,158.1,149430
2,1600,137.4,163175
2,1700,133.4,176515
2,1800,166.0,193118
2,1900,186.2,211734
2,2000,132.8,225013
2,2100,163.2,241334
2,2200,141.0,255431
2,2300,159.3,271360
2,2400,71.9,278550
2,2500,140.3,292577
