# {"t_start": 1599229879.8272974, "env_id": "CartPole-v0"} 
r,l,t
34.0,34,33.476369
12.0,12,33.508576
21.0,21,33.554325
29.0,29,33.651951
14.0,14,33.692821
20.0,20,33.732054
14.0,14,33.751242
18.0,18,33.788046
13.0,13,33.818504
24.0,24,33.866307
27.0,27,33.922477
18.0,18,33.964565
13.0,13,34.008144
27.0,27,34.095776
8.0,8,34.122961
38.0,38,34.257827
24.0,24,34.355648
17.0,17,34.424142
18.0,18,34.496071
10.0,10,34.537936
13.0,13,34.592997
16.0,16,34.659611
15.0,15,34.730536
11.0,11,34.786605
24.0,24,34.879359
12.0,12,34.93216
20.0,20,35.009132
43.0,43,35.157538
11.0,11,35.185469
22.0,22,35.258511
63.0,63,35.517595
16.0,16,35.582464
12.0,12,35.636334
22.0,22,35.718889
13.0,13,35.76632
39.0,39,35.894437
22.0,22,35.98397
35.0,35,36.092201
29.0,29,36.178492
27.0,27,36.268826
67.0,67,36.491633
17.0,17,36.560923
12.0,12,36.608937
22.0,22,36.682879
22.0,22,37.581813
12.0,12,38.336166
19.0,19,39.633931
10.0,10,40.208261
13.0,13,40.95796
13.0,13,41.800629
20.0,20,43.107061
30.0,30,44.910922
12.0,12,45.594003
26.0,26,47.197683
9.0,9,47.742485
19.0,19,48.82209
23.0,23,50.285606
17.0,17,51.384995
16.0,16,52.574722
25.0,25,54.09546
58.0,58,57.689848
17.0,17,58.640316
31.0,31,60.608942
14.0,14,61.467434
17.0,17,62.582362
37.0,37,64.988634
18.0,18,66.225288
42.0,42,68.923341
13.0,13,69.752503
17.0,17,70.725958
36.0,36,72.85475
15.0,15,73.735559
16.0,16,74.741125
26.0,26,76.234708
16.0,16,77.37516
11.0,11,78.013237
47.0,47,80.660712
16.0,16,81.592921
11.0,11,82.283866
24.0,24,83.911716
94.0,94,89.740482
27.0,27,91.534362
12.0,12,92.259786
17.0,17,93.338998
57.0,57,96.80006
14.0,14,97.767991
15.0,15,98.756
24.0,24,100.381073
19.0,19,101.545442
35.0,35,103.698836
25.0,25,105.061261
41.0,41,107.528094
15.0,15,108.50767
20.0,20,109.889433
28.0,28,111.721159
26.0,26,113.200006
20.0,20,114.361842
12.0,12,115.084533
14.0,14,115.94761
13.0,13,116.749612
16.0,16,117.757541
16.0,16,118.559265
23.0,23,119.976089
24.0,24,121.423597
28.0,28,123.265642
34.0,34,125.418773
11.0,11,126.078237
23.0,23,127.63594
29.0,29,129.295232
36.0,36,131.696231
25.0,25,133.187445
22.0,22,134.614144
30.0,30,136.337577
10.0,10,137.039596
37.0,37,139.222181
30.0,30,141.09549
16.0,16,142.100384
67.0,67,146.295044
19.0,19,147.367732
15.0,15,148.15681
37.0,37,150.542888
18.0,18,151.749031
41.0,41,154.292979
12.0,12,155.052208
54.0,54,158.20646
39.0,39,160.688663
27.0,27,162.419559
18.0,18,163.481879
24.0,24,165.046569
16.0,16,166.025403
12.0,12,166.731916
24.0,24,168.181018
17.0,17,169.218378
38.0,38,171.722236
41.0,41,174.152009
23.0,23,175.579173
24.0,24,177.15667
23.0,23,178.627029
26.0,26,180.240342
23.0,23,181.692443
52.0,52,185.215102
39.0,39,187.557105
16.0,16,188.472744
43.0,43,191.183636
27.0,27,193.011406
9.0,9,193.480729
61.0,61,197.429245
37.0,37,199.727169
87.0,87,205.408835
14.0,14,206.267571
51.0,51,209.520229
25.0,25,211.114432
13.0,13,211.946426
29.0,29,213.77208
33.0,33,215.922659
19.0,19,217.101782
37.0,37,219.445466
12.0,12,220.07354
31.0,31,222.179588
13.0,13,222.996707
66.0,66,227.063859
23.0,23,228.474732
25.0,25,230.160522
18.0,18,231.3157
18.0,18,232.440762
