% time spent exploring,episodes,mean 100 episode reward,steps
92,100,22.9,2264
83,200,28.4,5102
74,300,27.9,7892
66,400,22.4,10130
58,500,25.7,12704
47,600,32.8,15981
35,700,36.3,19610
26,800,28.5,22457
2,900,74.7,29930
2,1000,94.7,39396
2,1100,114.2,50811
2,1200,68.6,57667
2,1300,118.1,69478
2,1400,95.1,78986
2,1500,59.7,84958
2,1600,143.2,99278
2,1700,110.0,110279
2,1800,170.6,127336
2,1900,171.4,144478
2,2000,80.0,152477
2,2100,168.3,169309
2,2200,135.2,182824
2,2300,173.2,200142
2,2400,114.7,211611
2,2500,154.9,227105
2,2600,140.1,241119
2,2700,109.9,252109
2,2800,160.0,268107
2,2900,69.8,275089
2,3000,171.0,292188
