% time spent exploring,episodes,mean 100 episode reward,steps
93,100,21.4,2116
84,200,25.1,4622
75,300,28.3,7449
64,400,33.9,10842
51,500,39.7,14815
38,600,41.1,18924
14,700,71.8,26105
2,800,99.2,36028
2,900,131.6,49191
2,1000,156.8,64869
2,1100,177.9,82662
2,1200,157.8,98438
2,1300,167.3,115167
2,1400,158.8,131051
2,1500,186.1,149658
2,1600,186.2,168280
2,1700,189.1,187190
2,1800,198.6,207051
2,1900,175.9,224639
2,2000,59.6,230604
2,2100,164.0,247001
2,2200,159.6,262962
2,2300,154.8,278437
2,2400,155.6,294000
