% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-199.0,39703
2,300,-199.0,59598
2,400,-182.0,77802
2,500,-146.8,92482
2,600,-131.3,105611
2,700,-127.5,118365
2,800,-149.1,133276
2,900,-132.5,146526
2,1000,-105.4,157064
2,1100,-102.7,167336
2,1200,-103.6,177693
2,1300,-103.2,188010
2,1400,-101.4,198152
2,1500,-101.5,208304
2,1600,-102.0,218502
2,1700,-102.6,228762
2,1800,-105.0,239267
2,1900,-103.0,249562
2,2000,-100.9,259654
2,2100,-102.8,269931
2,2200,-102.7,280202
2,2300,-102.9,290490
