% time spent exploring,episodes,mean 100 episode reward,steps
93,100,19.7,1945
85,200,25.4,4483
75,300,29.6,7442
66,400,28.4,10280
56,500,28.9,13172
46,600,30.8,16248
27,700,58.0,22047
3,800,74.0,29447
2,900,91.7,38614
2,1000,90.8,47696
2,1100,115.6,59251
2,1200,89.8,68235
2,1300,132.5,81484
2,1400,157.0,97186
2,1500,197.2,116906
2,1600,199.0,136808
2,1700,196.1,156422
2,1800,188.9,175313
2,1900,194.0,194711
2,2000,194.9,214202
2,2100,183.7,232574
2,2200,180.0,250569
2,2300,174.5,268015
2,2400,191.2,287131
