# {"t_start": 1593738820.3440933, "env_id": "Acrobot-v1"} 
r,l,t
-500.0,500,13.228492
-500.0,500,14.754141
-500.0,500,20.658118
-500.0,500,25.984781
-500.0,500,31.27488
-274.0,275,34.405992
-500.0,500,39.858528
-500.0,500,45.080516
-500.0,500,50.071448
-484.0,485,54.711354
-500.0,500,60.457112
-500.0,500,65.66957
-500.0,500,70.842824
-500.0,500,76.205624
-500.0,500,81.241214
-364.0,365,84.88524
-499.0,500,90.133661
-270.0,271,93.046538
-428.0,429,97.389604
-320.0,321,100.843674
-305.0,306,103.529793
-380.0,381,107.892006
-262.0,263,110.577759
-163.0,164,112.208644
-367.0,368,115.920119
-283.0,284,118.516219
-500.0,500,123.527559
-391.0,392,127.319772
-410.0,411,131.335403
-268.0,269,134.158355
-406.0,407,138.231287
-500.0,500,143.062178
-500.0,500,148.142286
-500.0,500,153.714103
-293.0,294,156.505332
-356.0,357,160.021863
-340.0,341,163.820401
-139.0,140,165.220348
-215.0,216,167.352347
-260.0,261,170.250992
-195.0,196,172.258533
-383.0,384,176.108342
-382.0,383,179.591185
-310.0,311,182.737077
-162.0,163,184.460035
-192.0,193,186.326899
-188.0,189,188.376739
-230.0,231,190.816983
-210.0,211,193.136072
-231.0,232,195.593744
-168.0,169,197.303038
-163.0,164,199.006361
-240.0,241,201.298132
-211.0,212,203.407009
-122.0,123,204.804795
-152.0,153,206.229305
-131.0,132,207.767075
-121.0,122,209.124168
-96.0,97,210.24625
-112.0,113,211.347176
-86.0,87,212.068127
-110.0,111,213.097109
-145.0,146,214.37442
-114.0,115,215.648579
-101.0,102,216.650864
-154.0,155,218.023478
-105.0,106,219.145798
-137.0,138,220.557289
-115.0,116,221.711055
-107.0,108,222.75489
-128.0,129,224.058092
-128.0,129,225.426057
-133.0,134,226.951556
-131.0,132,228.281341
-183.0,184,230.413607
-83.0,84,231.342885
-137.0,138,232.85317
-99.0,100,233.896966
-89.0,90,235.067822
-90.0,91,236.152137
-102.0,103,237.265891
-111.0,112,238.535126
-140.0,141,240.272779
-147.0,148,241.898172
-110.0,111,243.144632
-164.0,165,245.151013
-153.0,154,246.852803
-143.0,144,248.227192
-146.0,147,249.985701
-103.0,104,251.003383
-120.0,121,252.389211
-111.0,112,253.630939
-112.0,113,254.778932
-90.0,91,255.769609
-119.0,120,257.072472
-74.0,75,257.908994
-144.0,145,259.294174
-100.0,101,260.294458
-119.0,120,261.602667
-117.0,118,263.012375
-91.0,92,263.987175
-264.0,265,266.869794
-76.0,77,267.743556
-107.0,108,269.011678
-131.0,132,270.509035
-79.0,80,271.431432
-81.0,82,272.36447
-93.0,94,273.395167
-106.0,107,274.656644
-103.0,104,275.790602
-125.0,126,277.193694
-117.0,118,278.542556
-98.0,99,279.577097
-121.0,122,280.771522
-131.0,132,282.212204
-71.0,72,283.027132
-102.0,103,283.874549
-106.0,107,284.805731
-116.0,117,286.092371
-117.0,118,287.475324
-118.0,119,288.881231
-77.0,78,289.724668
-83.0,84,290.569474
-117.0,118,291.79415
-81.0,82,292.476698
-74.0,75,293.257456
-83.0,84,294.030762
-85.0,86,294.974685
-86.0,87,295.91704
-84.0,85,296.775311
-100.0,101,297.916363
-101.0,102,299.101834
-75.0,76,300.024396
-117.0,118,301.378273
-77.0,78,302.260851
-102.0,103,303.515846
-75.0,76,304.399761
-72.0,73,305.247879
-96.0,97,306.371106
-63.0,64,307.072671
-93.0,94,308.030114
-70.0,71,308.768178
-77.0,78,309.549492
-97.0,98,310.464871
-92.0,93,311.397039
-87.0,88,312.316885
-106.0,107,313.53839
-96.0,97,314.673774
-88.0,89,315.701288
-93.0,94,316.72193
-98.0,99,317.761602
-64.0,65,318.47577
-119.0,120,320.007018
