% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-199.7,39773
2,300,-198.1,59582
2,400,-182.9,77874
2,500,-154.1,93286
2,600,-131.0,106385
2,700,-138.9,120271
2,800,-144.1,134677
2,900,-130.2,147692
2,1000,-139.7,161659
2,1100,-107.9,172450
2,1200,-107.0,183153
2,1300,-106.5,193805
2,1400,-104.9,204293
2,1500,-102.8,214575
2,1600,-101.7,224747
2,1700,-103.0,235047
2,1800,-103.9,245436
2,1900,-114.3,256865
2,2000,-103.5,267212
2,2100,-105.3,277745
2,2200,-101.2,287869
2,2300,-101.8,298044
