% time spent exploring,episodes,mean 100 episode reward,steps
92,100,21.7,2146
84,200,26.2,4762
73,300,34.3,8188
66,400,20.3,10216
57,500,28.7,13082
48,600,27.7,15855
40,700,22.9,18147
25,800,45.5,22695
8,900,52.0,27900
2,1000,57.6,33658
2,1100,50.3,38684
2,1200,90.1,47694
2,1300,90.0,56697
2,1400,98.8,66576
2,1500,37.0,70277
2,1600,90.0,79279
2,1700,109.2,90194
2,1800,112.0,101395
2,1900,119.8,113374
2,2000,88.2,122190
2,2100,70.9,129279
2,2200,27.5,132025
2,2300,21.2,134142
2,2400,23.0,136437
2,2500,24.3,138865
2,2600,25.4,141409
2,2700,52.2,146634
2,2800,27.4,149374
2,2900,125.6,161937
2,3000,112.4,173176
2,3100,115.1,184688
2,3200,80.5,192737
2,3300,54.0,198136
2,3400,43.3,202470
2,3500,32.5,205724
2,3600,34.2,209147
2,3700,28.0,211943
2,3800,40.3,215972
2,3900,95.4,225515
2,4000,79.3,233447
2,4100,111.8,244630
2,4200,127.8,257406
2,4300,41.4,261544
2,4400,128.0,274339
2,4500,109.8,285319
2,4600,76.2,292941
2,4700,68.0,299737
