% time spent exploring,episodes,mean 100 episode reward,steps
94,100,21.4,2117
88,200,26.0,4722
81,300,29.7,7689
75,400,25.0,10186
68,500,26.9,12880
59,600,36.9,16569
51,700,31.7,19742
39,800,48.0,24539
35,900,15.8,26123
22,1000,54.1,31533
2,1100,91.2,40655
2,1200,120.0,52657
2,1300,35.5,56204
2,1400,9.8,57188
2,1500,9.8,58173
2,1600,9.8,59156
2,1700,16.8,60836
2,1800,31.0,63933
2,1900,16.3,65567
2,2000,81.1,73680
2,2100,61.4,79818
2,2200,59.9,85804
2,2300,46.2,90420
2,2400,137.1,104133
2,2500,112.9,115420
2,2600,148.0,130225
2,2700,62.4,136465
2,2800,21.4,138602
2,2900,11.9,139791
2,3000,57.0,145491
2,3100,165.4,162036
2,3200,39.4,165981
2,3300,18.4,167819
2,3400,11.1,168927
2,3500,9.9,169915
2,3600,9.6,170880
2,3700,9.7,171852
2,3800,9.5,172801
2,3900,9.8,173776
2,4000,10.0,174771
2,4100,10.9,175862
2,4200,11.8,177044
2,4300,99.3,186971
2,4400,46.6,191636
2,4500,44.0,196037
2,4600,142.6,210301
2,4700,22.2,212519
2,4800,13.1,213826
2,4900,38.8,217704
2,5000,151.6,232863
2,5100,132.3,246094
2,5200,81.4,254229
2,5300,99.2,264153
2,5400,74.8,271632
2,5500,23.7,274004
2,5600,29.7,276970
2,5700,26.4,279605
2,5800,24.5,282051
2,5900,18.4,283891
2,6000,18.7,285764
2,6100,18.6,287629
2,6200,19.2,289550
2,6300,52.8,294827
2,6400,65.4,301366
2,6500,89.7,310334
2,6600,24.7,312802
2,6700,48.7,317676
2,6800,29.0,320580
2,6900,75.4,328119
2,7000,44.9,332610
2,7100,39.2,336531
2,7200,39.2,340448
2,7300,52.2,345667
2,7400,48.9,350554
2,7500,42.0,354753
2,7600,26.7,357422
2,7700,19.9,359409
2,7800,12.5,360656
2,7900,12.9,361949
2,8000,48.6,366811
2,8100,59.4,372755
2,8200,80.8,380837
2,8300,49.3,385768
2,8400,19.6,387725
2,8500,22.1,389937
2,8600,37.3,393666
2,8700,23.6,396030
2,8800,16.6,397688
2,8900,12.4,398931
