% time spent exploring,episodes,mean 100 episode reward,steps
92,100,23.0,2272
85,200,21.7,4442
77,300,25.8,7019
66,400,33.4,10362
58,500,24.2,12780
45,600,38.1,16586
32,700,40.8,20665
12,800,60.6,26729
2,900,127.4,39467
2,1000,81.1,47578
2,1100,79.6,55542
2,1200,53.6,60897
2,1300,85.7,69468
2,1400,121.7,81640
2,1500,114.4,93083
2,1600,142.9,107376
2,1700,162.9,123669
2,1800,104.2,134089
2,1900,123.1,146395
2,2000,109.2,157319
2,2100,77.4,165054
2,2200,64.1,171463
2,2300,102.9,181756
2,2400,76.4,189396
2,2500,74.0,196794
2,2600,115.0,208298
2,2700,120.3,220332
2,2800,108.5,231185
2,2900,118.4,243026
2,3000,80.8,251109
2,3100,92.8,260393
2,3200,104.5,270842
2,3300,39.1,274754
2,3400,87.4,283493
2,3500,67.3,290223
2,3600,72.3,297454
