% time spent exploring,episodes,mean 100 episode reward,steps
7,100,-286.2,28413
2,200,-116.4,40146
2,300,-99.9,50235
2,400,-85.9,58923
2,500,-80.6,67084
2,600,-82.2,75401
2,700,-77.1,83211
2,800,-77.1,91021
2,900,-75.0,98616
2,1000,-73.1,106030
2,1100,-71.5,113276
2,1200,-71.6,120531
2,1300,-74.1,128040
2,1400,-70.2,135157
2,1500,-69.0,142161
2,1600,-68.3,149093
2,1700,-68.6,156057
2,1800,-67.0,162857
2,1900,-67.0,169657
2,2000,-66.4,176394
2,2100,-66.5,183145
2,2200,-65.8,189828
2,2300,-67.6,196690
2,2400,-68.7,203660
2,2500,-66.2,210380
2,2600,-66.7,217148
2,2700,-66.7,223914
2,2800,-68.8,230893
2,2900,-64.6,237453
2,3000,-67.1,244265
2,3100,-64.5,250812
2,3200,-64.7,257381
2,3300,-66.1,264091
2,3400,-65.1,270702
2,3500,-64.5,277252
2,3600,-65.7,283918
2,3700,-64.4,290456
2,3800,-71.0,297652
