% time spent exploring,episodes,mean 100 episode reward,steps
94,100,21.4,2121
89,200,21.7,4289
81,300,31.6,7447
74,400,29.5,10400
67,500,28.2,13220
60,600,27.8,16003
50,700,41.7,20169
41,800,37.0,23871
28,900,51.6,29034
12,1000,67.3,35768
2,1100,116.5,47421
2,1200,161.9,63611
2,1300,182.0,81815
2,1400,144.0,96217
2,1500,132.3,109444
2,1600,102.2,119661
2,1700,140.1,133674
2,1800,132.8,146956
2,1900,140.6,161019
2,2000,125.1,173529
2,2100,119.5,185477
2,2200,153.6,200842
2,2300,165.3,217368
2,2400,164.7,233834
2,2500,167.2,250552
2,2600,173.0,267854
2,2700,140.0,281857
2,2800,148.4,296701
2,2900,102.7,306968
2,3000,129.5,319921
2,3100,161.2,336039
2,3200,137.6,349802
2,3300,119.2,361718
2,3400,103.5,372072
2,3500,130.7,385139
