% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-196.7,39466
2,300,-177.4,57203
2,400,-174.5,74655
2,500,-137.5,88404
2,600,-142.0,102602
2,700,-158.0,118405
2,800,-136.8,132088
2,900,-124.9,144576
2,1000,-114.6,156035
2,1100,-109.8,167017
2,1200,-110.0,178014
2,1300,-108.1,188824
2,1400,-107.4,199559
2,1500,-106.0,210159
2,1600,-113.8,221543
2,1700,-103.6,231906
2,1800,-101.7,242072
2,1900,-102.5,252323
2,2000,-106.2,262948
2,2100,-106.3,273576
2,2200,-103.5,283923
2,2300,-105.6,294485
