% time spent exploring,episodes,mean 100 episode reward,steps
23,100,-234.6,23305
2,200,-104.6,33868
2,300,-79.8,41949
2,400,-83.9,50439
2,500,-82.4,58783
2,600,-79.7,66857
2,700,-76.9,74650
2,800,-77.6,82513
2,900,-77.6,90375
2,1000,-72.7,97741
2,1100,-70.8,104922
2,1200,-69.4,111957
2,1300,-71.1,119169
2,1400,-66.7,125940
2,1500,-64.7,132511
2,1600,-67.7,139378
2,1700,-70.1,146490
2,1800,-67.5,153341
2,1900,-65.6,159996
2,2000,-65.1,166608
2,2100,-65.7,173278
2,2200,-66.5,180025
2,2300,-66.0,186726
2,2400,-69.4,193762
2,2500,-68.7,200734
2,2600,-68.8,207709
2,2700,-66.1,214417
2,2800,-64.9,221007
2,2900,-65.2,227626
2,3000,-64.9,234212
2,3100,-64.9,240801
2,3200,-66.0,247504
2,3300,-67.0,254299
2,3400,-64.2,260822
2,3500,-67.8,267705
2,3600,-67.2,274524
2,3700,-66.9,281312
2,3800,-63.9,287800
2,3900,-64.0,294295
