% time spent exploring,episodes,mean 100 episode reward,steps
93,100,20.1,1986
85,200,24.2,4402
77,300,25.2,6925
69,400,23.0,9229
56,500,40.9,13316
44,600,35.2,16840
31,700,40.0,20840
16,800,48.4,25680
2,900,75.7,33247
2,1000,97.7,43016
2,1100,97.7,52788
2,1200,114.4,64230
2,1300,128.4,77067
2,1400,185.0,95563
2,1500,147.8,110342
2,1600,192.0,129545
2,1700,136.7,143215
2,1800,126.6,155875
2,1900,120.5,167922
2,2000,143.9,182315
2,2100,160.0,198315
2,2200,77.0,206017
2,2300,22.3,208245
2,2400,12.0,209450
2,2500,12.6,210708
2,2600,30.5,213757
2,2700,141.0,227862
2,2800,148.3,242694
2,2900,107.0,253396
2,3000,67.7,260168
2,3100,160.0,276173
2,3200,24.5,278622
2,3300,35.9,282210
2,3400,136.7,295878
