% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-197.9,39593
2,300,-178.6,57449
2,400,-173.2,74771
2,500,-135.4,88308
2,600,-131.2,101430
2,700,-144.4,115866
2,800,-147.8,130644
2,900,-106.8,141328
2,1000,-121.9,153518
2,1100,-110.0,164514
2,1200,-105.8,175093
2,1300,-106.4,185738
2,1400,-105.1,196245
2,1500,-111.7,207415
2,1600,-110.8,218491
2,1700,-116.8,230169
2,1800,-106.3,240798
2,1900,-105.1,251304
2,2000,-104.2,261721
2,2100,-102.6,271984
2,2200,-104.0,282389
2,2300,-105.2,292907
