% time spent exploring,episodes,mean 100 episode reward,steps
94,100,23.9,2365
87,200,28.1,5172
81,300,24.9,7663
75,400,25.3,10189
69,500,23.4,12532
62,600,27.7,15305
57,700,19.9,17291
44,800,55.5,22837
34,900,39.6,26799
18,1000,65.0,33295
5,1100,54.7,38763
2,1200,96.0,48368
2,1300,83.2,56683
2,1400,105.0,67184
2,1500,106.1,77794
2,1600,42.9,82080
2,1700,111.0,93179
2,1800,95.7,102745
2,1900,90.9,111831
2,2000,122.8,124113
2,2100,91.7,133284
2,2200,112.6,144541
2,2300,97.2,154256
2,2400,81.9,162443
2,2500,185.6,181007
2,2600,160.4,197047
2,2700,144.6,211504
2,2800,172.0,228701
2,2900,56.5,234352
2,3000,157.2,250071
2,3100,110.9,261162
2,3200,96.8,270846
2,3300,126.2,283471
2,3400,119.8,295453
2,3500,54.4,300892
2,3600,81.2,309011
2,3700,51.4,314154
2,3800,87.1,322861
2,3900,131.5,336007
2,4000,116.4,347647
2,4100,104.4,358084
2,4200,82.0,366285
2,4300,125.0,378784
2,4400,113.6,390148
