% time spent exploring,episodes,mean 100 episode reward,steps
94,100,21.8,2161
88,200,26.6,4825
81,300,25.6,7389
74,400,30.9,10483
65,500,37.8,14263
56,600,36.4,17903
49,700,27.7,20670
39,800,38.5,24518
33,900,24.9,27008
17,1000,66.9,33694
7,1100,40.5,37745
2,1200,45.3,42273
2,1300,51.8,47454
2,1400,68.1,54260
2,1500,73.7,61629
2,1600,49.3,66558
2,1700,92.1,75766
2,1800,101.9,85959
2,1900,85.5,94513
2,2000,85.9,103100
2,2100,112.2,114317
2,2200,61.7,120485
2,2300,12.3,121719
2,2400,112.6,132984
2,2500,131.2,146104
2,2600,129.3,159033
2,2700,98.1,168844
2,2800,56.2,174467
2,2900,44.6,178929
2,3000,40.5,182983
2,3100,43.7,187355
2,3200,104.5,197802
2,3300,49.2,202725
2,3400,17.7,204498
2,3500,39.6,208453
2,3600,67.6,215214
2,3700,67.6,221972
2,3800,100.3,232006
2,3900,61.3,238133
2,4000,70.6,245193
2,4100,57.5,250943
2,4200,50.9,256031
2,4300,33.8,259415
2,4400,44.1,263822
2,4500,53.6,269184
2,4600,52.3,274412
2,4700,36.2,278028
2,4800,77.1,285737
2,4900,38.5,289591
2,5000,23.0,291894
2,5100,57.9,297683
2,5200,28.1,300494
2,5300,65.9,307088
2,5400,38.8,310970
2,5500,33.2,314286
2,5600,49.2,319201
2,5700,55.0,324705
2,5800,28.0,327500
2,5900,35.9,331088
2,6000,41.2,335205
2,6100,80.8,343284
2,6200,74.1,350691
2,6300,120.3,362719
2,6400,27.1,365425
2,6500,12.2,366642
2,6600,54.8,372120
2,6700,38.2,375937
2,6800,47.6,380700
2,6900,38.0,384501
2,7000,80.9,392589
2,7100,59.6,398550
