% time spent exploring,episodes,mean 100 episode reward,steps
14,100,-262.3,26038
2,200,-92.6,35399
2,300,-84.7,43967
2,400,-88.5,52918
2,500,-82.8,61297
2,600,-80.2,69422
2,700,-77.0,77223
2,800,-77.9,85116
2,900,-72.5,92466
2,1000,-76.8,100249
2,1100,-73.7,107721
2,1200,-72.2,115044
2,1300,-73.3,122476
2,1400,-69.7,129548
2,1500,-71.1,136755
2,1600,-71.8,144039
2,1700,-72.8,151424
2,1800,-70.4,158563
2,1900,-70.5,165710
2,2000,-70.7,172881
2,2100,-69.4,179920
2,2200,-70.0,187019
2,2300,-67.3,193848
2,2400,-69.1,200857
2,2500,-68.4,207798
2,2600,-67.9,214684
2,2700,-68.9,221670
2,2800,-68.0,228569
2,2900,-67.2,235392
2,3000,-67.2,242217
2,3100,-67.8,249098
2,3200,-65.6,255755
2,3300,-68.5,262703
2,3400,-68.0,269605
2,3500,-66.2,276330
2,3600,-65.8,283015
2,3700,-65.0,289610
2,3800,-64.5,296159
