% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-198.1,39610
2,300,-183.3,57937
2,400,-159.2,73862
2,500,-136.1,87471
2,600,-144.6,101929
2,700,-120.9,114022
2,800,-125.0,126523
2,900,-108.1,137337
2,1000,-109.0,148241
2,1100,-106.6,158900
2,1200,-104.7,169372
2,1300,-106.4,180012
2,1400,-102.5,190265
2,1500,-102.7,200534
2,1600,-103.6,210895
2,1700,-103.8,221274
2,1800,-102.7,231546
2,1900,-101.3,241679
2,2000,-105.2,252200
2,2100,-103.0,262502
2,2200,-102.9,272793
2,2300,-99.6,282748
2,2400,-103.7,293119
