% time spent exploring,episodes,mean 100 episode reward,steps
95,100,20.6,2039
88,200,25.0,4535
81,300,29.2,7456
75,400,23.8,9832
70,500,22.9,12122
61,600,34.2,15540
53,700,33.5,18886
41,800,50.6,23951
32,900,37.5,27705
14,1000,73.8,35085
2,1100,92.8,44360
2,1200,115.6,55920
2,1300,139.6,69877
2,1400,194.0,89277
2,1500,143.8,103655
2,1600,182.2,121877
2,1700,152.3,137105
2,1800,149.8,152090
2,1900,193.2,171413
2,2000,189.6,190378
2,2100,193.9,209768
2,2200,170.5,226815
2,2300,182.1,245024
2,2400,199.0,264929
2,2500,198.2,284753
2,2600,174.1,302163
2,2700,122.1,314374
2,2800,199.4,334313
2,2900,181.0,352411
2,3000,184.1,370817
2,3100,186.9,389510
