% time spent exploring,episodes,mean 100 episode reward,steps
95,100,20.0,1983
89,200,22.5,4237
82,300,27.2,6955
77,400,21.9,9146
71,500,24.1,11560
64,600,28.0,14357
57,700,29.6,17316
50,800,28.3,20149
41,900,35.7,23722
29,1000,49.1,28631
15,1100,56.7,34302
2,1200,97.5,44055
2,1300,143.8,58433
2,1400,147.5,73179
2,1500,180.8,91264
2,1600,163.0,107569
2,1700,187.9,126362
2,1800,156.5,142015
2,1900,186.7,160682
2,2000,191.5,179833
2,2100,150.5,194882
2,2200,134.6,208343
2,2300,31.9,211537
2,2400,197.4,231272
2,2500,196.4,250916
2,2600,185.0,269414
2,2700,183.3,287742
2,2800,108.5,298593
2,2900,147.8,313378
2,3000,121.1,325484
2,3100,68.2,332304
2,3200,21.2,334429
2,3300,62.5,340683
2,3400,97.6,350441
2,3500,75.4,357976
2,3600,72.0,365181
2,3700,74.8,372663
2,3800,72.1,379877
2,3900,107.0,390582
