% time spent exploring,episodes,mean 100 episode reward,steps
11,100,-271.5,26959
2,200,-97.8,36838
2,300,-92.2,46156
2,400,-91.2,55372
2,500,-86.4,64116
2,600,-85.7,72785
2,700,-83.4,81222
2,800,-79.9,89314
2,900,-83.1,97723
2,1000,-86.5,106469
2,1100,-99.9,116561
2,1200,-76.4,124298
2,1300,-74.8,131880
2,1400,-72.1,139191
2,1500,-77.7,147059
2,1600,-70.8,154238
2,1700,-70.1,161352
2,1800,-69.6,168411
2,1900,-71.0,175614
2,2000,-72.2,182935
2,2100,-69.7,190006
2,2200,-68.9,196992
2,2300,-72.2,204317
2,2400,-74.7,211886
2,2500,-76.4,219629
2,2600,-69.3,226663
2,2700,-70.9,233852
2,2800,-68.8,240831
2,2900,-71.5,248083
2,3000,-69.7,255150
2,3100,-66.2,261874
2,3200,-70.0,268973
2,3300,-71.8,276257
2,3400,-68.4,283201
2,3500,-66.2,289923
2,3600,-67.7,296795
