% time spent exploring,episodes,mean 100 episode reward,steps
92,100,22.6,2234
83,200,26.7,4902
74,300,29.9,7888
66,400,25.1,10398
57,500,27.6,13156
42,600,45.5,17705
24,700,55.1,23216
2,800,92.6,32476
2,900,115.2,44001
2,1000,150.4,59046
2,1100,176.5,76700
2,1200,163.9,93094
2,1300,141.7,107268
2,1400,128.2,120086
2,1500,138.0,133885
2,1600,132.4,147122
2,1700,141.0,161219
2,1800,142.6,175483
2,1900,150.8,190562
2,2000,151.9,205748
2,2100,159.5,221700
2,2200,155.7,237266
2,2300,131.0,250365
2,2400,134.8,263845
2,2500,155.6,279408
2,2600,145.8,293985
