% time spent exploring,episodes,mean 100 episode reward,steps
92,100,23.0,2279
83,200,27.4,5024
74,300,28.8,7907
64,400,31.0,11010
51,500,39.0,14913
42,600,28.3,17741
33,700,25.8,20321
14,800,57.8,26103
2,900,36.9,29793
2,1000,39.2,33717
2,1100,38.9,37609
2,1200,18.6,39473
2,1300,41.8,43654
2,1400,56.2,49274
2,1500,51.0,54371
2,1600,97.2,64096
2,1700,76.6,71755
2,1800,79.8,79731
2,1900,63.6,86096
2,2000,125.0,98600
2,2100,104.8,109083
2,2200,34.4,112525
2,2300,125.8,125108
2,2400,86.4,133744
2,2500,98.5,143592
2,2600,80.1,151605
2,2700,48.0,156400
2,2800,53.1,161707
2,2900,99.7,171677
2,3000,36.2,175296
2,3100,35.7,178866
2,3200,37.4,182609
2,3300,52.0,187812
2,3400,135.4,201349
2,3500,108.6,212210
2,3600,116.2,223827
2,3700,92.8,233104
2,3800,41.5,237257
2,3900,44.6,241717
2,4000,24.7,244183
2,4100,54.3,249613
2,4200,37.3,253345
2,4300,74.2,260765
2,4400,51.8,265942
2,4500,36.5,269591
2,4600,41.6,273755
2,4700,64.3,280183
2,4800,42.6,284438
2,4900,50.9,289530
2,5000,63.1,295843
