% time spent exploring,episodes,mean 100 episode reward,steps
94,100,23.8,2353
88,200,23.7,4721
81,300,27.3,7455
75,400,25.4,9990
68,500,28.6,12848
59,600,35.4,16391
48,700,46.3,21018
36,800,47.3,25750
21,900,62.6,32011
3,1000,72.5,39262
2,1100,93.7,48636
2,1200,135.7,62207
2,1300,128.9,75099
2,1400,88.8,83975
2,1500,135.3,97506
2,1600,74.8,104983
2,1700,70.0,111979
2,1800,61.6,118136
2,1900,110.2,129155
2,2000,100.5,139201
2,2100,127.2,151917
2,2200,97.3,161649
2,2300,80.5,169696
2,2400,92.0,178897
2,2500,134.3,192326
2,2600,70.4,199370
2,2700,146.4,214005
2,2800,101.0,224100
2,2900,159.8,240085
2,3000,69.0,246985
2,3100,91.0,256082
2,3200,134.3,269516
2,3300,129.1,282422
2,3400,109.5,293372
2,3500,111.7,304538
2,3600,83.4,312878
2,3700,69.9,319870
2,3800,64.9,326357
2,3900,49.5,331308
2,4000,66.4,337943
2,4100,58.5,343794
2,4200,61.3,349921
2,4300,35.6,353476
2,4400,77.0,361180
2,4500,110.0,372183
2,4600,103.3,382512
2,4700,88.2,391327
2,4800,60.2,397351
2,4900,22.4,399587
