# {"t_start": 1593737009.8291912, "env_id": "CartPole-v0"} 
r,l,t
20.0,20,11.626594
14.0,14,11.654411
24.0,24,11.717634
18.0,18,11.749116
18.0,18,11.792927
11.0,11,11.819481
23.0,23,11.859124
14.0,14,11.886098
19.0,19,11.928609
49.0,49,12.040568
33.0,33,12.109069
24.0,24,12.164599
15.0,15,12.197381
14.0,14,12.229904
69.0,69,12.348808
10.0,10,12.368316
18.0,18,12.40709
27.0,27,12.454718
25.0,25,12.489017
34.0,34,12.532417
9.0,9,12.545132
16.0,16,12.567221
28.0,28,12.605538
18.0,18,12.628919
21.0,21,12.659536
31.0,31,12.701955
20.0,20,12.730881
26.0,26,12.788072
13.0,13,12.81523
24.0,24,12.870663
12.0,12,12.896159
13.0,13,12.926819
13.0,13,12.957481
32.0,32,13.027812
14.0,14,13.058774
14.0,14,13.089964
47.0,47,13.192532
19.0,19,13.238961
23.0,23,13.289306
21.0,21,13.335747
16.0,16,13.373257
70.0,70,13.529536
18.0,18,13.571295
16.0,16,14.253938
17.0,17,14.38365
18.0,18,14.532098
32.0,32,14.808877
59.0,59,15.374894
18.0,18,15.555817
23.0,23,15.694509
33.0,33,15.895931
29.0,29,16.105488
15.0,15,16.214732
37.0,37,16.470656
31.0,31,16.812622
17.0,17,16.978969
18.0,18,17.149813
11.0,11,17.255925
16.0,16,17.40626
14.0,14,17.539916
10.0,10,17.636553
14.0,14,17.773264
21.0,21,17.964859
16.0,16,18.120377
21.0,21,18.324864
13.0,13,18.441834
13.0,13,18.583445
17.0,17,18.744646
24.0,24,18.973822
43.0,43,19.420431
26.0,26,19.705051
9.0,9,19.783078
13.0,13,19.915463
57.0,57,20.475984
15.0,15,20.58625
27.0,27,20.894109
27.0,27,21.196581
35.0,35,21.53635
20.0,20,21.729076
39.0,39,22.119025
72.0,72,22.815915
14.0,14,22.916703
28.0,28,23.114888
82.0,82,23.706706
28.0,28,23.980136
11.0,11,24.088562
10.0,10,24.183494
22.0,22,24.397412
14.0,14,24.51756
14.0,14,24.656671
63.0,63,25.289274
34.0,34,25.621948
18.0,18,25.806923
80.0,80,26.63707
13.0,13,26.797323
24.0,24,27.060586
16.0,16,27.151814
55.0,55,27.661228
31.0,31,27.941229
12.0,12,28.023357
27.0,27,28.211778
18.0,18,28.413801
18.0,18,28.611016
10.0,10,28.731946
13.0,13,28.874155
11.0,11,28.98713
50.0,50,29.497765
31.0,31,29.863712
22.0,22,30.093647
25.0,25,30.33163
14.0,14,30.465878
20.0,20,30.652344
18.0,18,30.82856
42.0,42,31.215786
16.0,16,31.364309
24.0,24,31.587065
32.0,32,31.905035
45.0,45,32.355835
25.0,25,32.610718
23.0,23,32.83646
48.0,48,33.309636
21.0,21,33.530094
21.0,21,33.751004
14.0,14,33.886056
43.0,43,34.260653
16.0,16,34.371429
13.0,13,34.460416
20.0,20,34.673433
14.0,14,34.789184
50.0,50,35.153486
18.0,18,35.311576
45.0,45,35.710845
15.0,15,35.854587
39.0,39,36.208578
26.0,26,36.53067
15.0,15,36.692121
23.0,23,36.931559
18.0,18,37.069817
17.0,17,37.186875
34.0,34,37.417919
24.0,24,37.620156
19.0,19,37.803063
29.0,29,38.092068
18.0,18,38.2747
27.0,27,38.556093
66.0,66,39.242692
10.0,10,39.353952
41.0,41,39.683022
21.0,21,39.834962
10.0,10,39.930162
18.0,18,40.097011
16.0,16,40.244545
11.0,11,40.347812
18.0,18,40.487151
21.0,21,40.677107
32.0,32,40.981714
15.0,15,41.04655
16.0,16,41.137789
22.0,22,41.247367
17.0,17,41.348264
53.0,53,41.835007
16.0,16,42.025453
10.0,10,42.101854
15.0,15,42.267589
32.0,32,42.595141
22.0,22,42.80458
34.0,34,43.123085
11.0,11,43.221997
37.0,37,43.566299
20.0,20,43.763046
12.0,12,43.895967
16.0,16,44.07277
15.0,15,44.258237
20.0,20,44.509228
26.0,26,44.790933
33.0,33,45.149717
14.0,14,45.294544
17.0,17,45.46679
42.0,42,45.86974
41.0,41,46.268978
14.0,14,46.416836
17.0,17,46.530183
18.0,18,46.646275
15.0,15,46.768751
17.0,17,46.887015
44.0,44,47.24419
32.0,32,47.454657
41.0,41,47.786946
19.0,19,47.918087
39.0,39,48.340417
20.0,20,48.497105
10.0,10,48.587819
26.0,26,48.803814
13.0,13,48.880493
36.0,36,49.127091
39.0,39,49.517513
20.0,20,49.712763
18.0,18,49.881591
11.0,11,50.024649
34.0,34,50.349305
46.0,46,50.81393
9.0,9,50.916742
32.0,32,51.225663
19.0,19,51.405826
16.0,16,51.557167
25.0,25,51.761938
23.0,23,51.92294
9.0,9,52.012791
28.0,28,52.286168
11.0,11,52.38734
23.0,23,52.580171
16.0,16,52.703867
26.0,26,52.885013
50.0,50,53.369845
17.0,17,53.536389
25.0,25,53.772475
44.0,44,54.214718
14.0,14,54.361181
14.0,14,54.483149
14.0,14,54.621929
23.0,23,54.846825
34.0,34,55.201982
10.0,10,55.310555
87.0,87,56.11812
65.0,65,56.63819
24.0,24,56.828677
21.0,21,56.987587
30.0,30,57.240038
13.0,13,57.366209
19.0,19,57.522773
22.0,22,57.701715
52.0,52,58.22308
37.0,37,58.599235
56.0,56,59.139774
16.0,16,59.293417
52.0,52,59.802249
19.0,19,59.981696
13.0,13,60.123505
43.0,43,60.558209
19.0,19,60.788424
67.0,67,61.475592
69.0,69,62.159824
41.0,41,62.603871
101.0,101,63.615434
22.0,22,63.812226
40.0,40,64.215855
12.0,12,64.32558
20.0,20,64.520314
11.0,11,64.632242
19.0,19,64.820635
28.0,28,65.102654
38.0,38,65.38684
22.0,22,65.602286
90.0,90,66.526517
24.0,24,66.757403
14.0,14,66.886831
26.0,26,67.143684
54.0,54,67.680434
14.0,14,67.832886
28.0,28,68.101589
93.0,93,68.875559
28.0,28,69.091524
24.0,24,69.278405
55.0,55,69.755319
18.0,18,69.86709
29.0,29,70.050122
21.0,21,70.146999
35.0,35,70.324471
18.0,18,70.453732
20.0,20,70.606278
13.0,13,70.696537
16.0,16,70.814934
19.0,19,70.99186
11.0,11,71.098466
19.0,19,71.284429
15.0,15,71.433364
17.0,17,71.566511
16.0,16,71.715569
44.0,44,72.15133
31.0,31,72.462294
67.0,67,73.151714
19.0,19,73.352101
27.0,27,73.610779
19.0,19,73.827195
35.0,35,74.171661
39.0,39,74.549189
28.0,28,74.827212
54.0,54,75.250117
55.0,55,75.728496
19.0,19,75.917701
17.0,17,76.085877
17.0,17,76.23477
26.0,26,76.422462
23.0,23,76.575779
30.0,30,76.777696
11.0,11,76.854716
36.0,36,77.112013
32.0,32,77.337921
19.0,19,77.480055
37.0,37,77.736073
19.0,19,77.913655
36.0,36,78.256774
23.0,23,78.48864
14.0,14,78.614955
36.0,36,78.938092
27.0,27,79.195234
15.0,15,79.337186
12.0,12,79.449634
21.0,21,79.668922
23.0,23,79.859259
50.0,50,80.36268
26.0,26,80.616417
19.0,19,80.804293
23.0,23,81.053072
32.0,32,81.376952
16.0,16,81.544456
11.0,11,81.681389
17.0,17,81.842157
19.0,19,82.113348
25.0,25,82.430679
31.0,31,82.71649
24.0,24,82.884784
27.0,27,83.146138
12.0,12,83.24535
27.0,27,83.50305
14.0,14,83.637925
15.0,15,83.830037
19.0,19,84.059008
35.0,35,84.419077
26.0,26,84.692265
17.0,17,84.847291
29.0,29,85.122377
16.0,16,85.299373
43.0,43,85.643862
38.0,38,85.931662
13.0,13,86.053796
29.0,29,86.326484
22.0,22,86.56704
15.0,15,86.709713
18.0,18,86.844121
33.0,33,87.081367
14.0,14,87.181552
11.0,11,87.286031
16.0,16,87.43889
30.0,30,87.714825
17.0,17,87.881658
11.0,11,87.989897
20.0,20,88.181884
19.0,19,88.380804
11.0,11,88.488963
11.0,11,88.594625
37.0,37,88.960948
66.0,66,89.591049
12.0,12,89.711074
21.0,21,89.82025
