% time spent exploring,episodes,mean 100 episode reward,steps
93,100,25.2,2489
88,200,23.9,4881
80,300,30.0,7886
74,400,25.3,10415
67,500,29.8,13390
58,600,35.2,16909
52,700,26.4,19547
44,800,31.2,22671
37,900,29.0,25570
20,1000,67.1,32276
3,1100,73.0,39581
2,1200,157.4,55324
2,1300,149.8,70309
2,1400,167.4,87053
2,1500,188.9,105944
2,1600,189.2,124868
2,1700,155.7,140441
2,1800,188.6,159300
2,1900,168.9,176190
2,2000,170.4,193227
2,2100,173.0,210532
2,2200,198.3,230361
2,2300,190.0,249362
2,2400,175.2,266878
2,2500,191.1,285985
2,2600,196.2,305601
2,2700,169.7,322569
2,2800,168.8,339454
2,2900,115.8,351032
2,3000,178.8,368911
2,3100,200.0,388908
