% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-195.5,39353
2,300,-195.6,58914
2,400,-192.2,78134
2,500,-183.0,96434
2,600,-196.0,116032
2,700,-177.5,133780
2,800,-183.9,152168
2,900,-176.8,169850
2,1000,-192.8,189131
2,1100,-195.1,208637
2,1200,-198.3,228469
2,1300,-198.3,248301
2,1400,-192.5,267552
2,1500,-199.6,287516
