% time spent exploring,episodes,mean 100 episode reward,steps
94,100,23.5,2329
88,200,24.1,4740
81,300,28.6,7596
74,400,27.3,10326
67,500,27.6,13081
61,600,26.8,15756
50,700,45.2,20274
44,800,25.8,22853
34,900,39.2,26774
24,1000,42.4,31013
11,1100,52.6,36270
2,1200,108.7,47136
2,1300,81.2,55255
2,1400,142.9,69541
2,1500,145.8,84118
2,1600,162.2,100342
2,1700,157.2,116061
2,1800,158.8,131939
2,1900,158.3,147770
2,2000,128.3,160604
2,2100,190.0,179599
2,2200,195.2,199118
2,2300,197.5,218868
2,2400,194.6,238329
2,2500,157.1,254041
2,2600,198.0,273843
2,2700,185.1,292352
2,2800,188.4,311193
2,2900,198.7,331065
2,3000,164.7,347532
2,3100,189.3,366459
2,3200,187.6,385221
