# {"t_start": 1599062975.677984, "env_id": "CartPole-v0"} 
r,l,t
15.0,15,13.413409
24.0,24,13.476959
16.0,16,13.525111
20.0,20,13.58219
13.0,13,13.618258
15.0,15,13.657333
10.0,10,13.685261
10.0,10,13.715058
29.0,29,13.787913
20.0,20,13.849807
11.0,11,13.877267
15.0,15,13.914266
18.0,18,13.956026
10.0,10,13.975827
20.0,20,14.022341
15.0,15,14.055268
10.0,10,14.077662
15.0,15,14.107274
27.0,27,14.160438
13.0,13,14.191584
36.0,36,14.281778
10.0,10,14.309385
17.0,17,14.351272
24.0,24,14.400485
21.0,21,14.443208
15.0,15,14.48035
34.0,34,14.568229
27.0,27,14.626781
16.0,16,14.663611
32.0,32,14.743438
12.0,12,14.773277
29.0,29,14.847413
29.0,29,14.90998
44.0,44,15.010125
23.0,23,15.070399
16.0,16,15.099902
21.0,21,15.136977
12.0,12,15.159675
25.0,25,15.225261
12.0,12,15.255474
17.0,17,15.298208
22.0,22,15.359447
32.0,32,15.452695
46.0,46,15.564605
14.0,14,15.594738
35.0,35,15.689641
18.0,18,15.729375
31.0,31,15.797755
14.0,14,17.915111
18.0,18,20.948482
79.0,79,35.309256
9.0,9,37.086038
35.0,35,43.188523
15.0,15,46.191703
13.0,13,48.569762
32.0,32,54.55592
18.0,18,57.730785
14.0,14,60.38913
52.0,52,69.909998
14.0,14,72.455049
9.0,9,74.2782
13.0,13,76.637113
28.0,28,81.211372
8.0,8,82.592398
20.0,20,86.286858
20.0,20,89.982378
13.0,13,92.396001
13.0,13,94.765042
32.0,32,100.800266
18.0,18,103.887056
32.0,32,110.249969
14.0,14,112.619981
19.0,19,116.056726
15.0,15,118.764237
14.0,14,121.068266
15.0,15,123.972561
47.0,47,132.418122
19.0,19,135.756811
17.0,17,138.83826
19.0,19,142.205529
30.0,30,147.568687
13.0,13,149.74791
11.0,11,151.702542
11.0,11,153.439823
22.0,22,157.313064
16.0,16,160.360186
27.0,27,165.32658
22.0,22,169.293011
19.0,19,172.741652
32.0,32,178.555119
17.0,17,181.685048
19.0,19,185.04866
16.0,16,187.738049
25.0,25,192.223153
26.0,26,196.756127
11.0,11,198.593533
18.0,18,201.724297
13.0,13,204.171348
42.0,42,211.958922
19.0,19,215.329999
10.0,10,217.190486
24.0,24,221.564456
11.0,11,223.560235
12.0,12,225.710073
33.0,33,231.918868
25.0,25,236.587348
13.0,13,238.906287
10.0,10,240.738872
21.0,21,244.940825
63.0,63,256.061126
20.0,20,259.70624
37.0,37,266.26691
35.0,35,272.484162
15.0,15,275.192222
55.0,55,285.070259
13.0,13,287.514915
47.0,47,296.167359
27.0,27,300.591877
13.0,13,303.073561
9.0,9,304.572035
15.0,15,307.235556
11.0,11,309.05811
21.0,21,312.631803
33.0,33,318.613268
39.0,39,325.650554
31.0,31,331.034528
27.0,27,335.957144
13.0,13,338.337984
49.0,49,347.374494
12.0,12,349.60033
24.0,24,354.020856
43.0,43,361.216262
17.0,17,364.273895
17.0,17,367.185006
26.0,26,371.809403
29.0,29,376.98051
75.0,75,390.420069
13.0,13,392.60501
40.0,40,399.195421
22.0,22,403.110166
14.0,14,405.654007
11.0,11,407.789792
32.0,32,413.530649
14.0,14,415.737108
34.0,34,421.83438
18.0,18,425.002965
52.0,52,434.316616
60.0,60,445.072416
15.0,15,447.658687
35.0,35,454.574356
15.0,15,457.18456
12.0,12,459.303218
46.0,46,467.988575
56.0,56,478.932926
24.0,24,483.22861
32.0,32,489.002254
14.0,14,491.485487
14.0,14,493.981413
26.0,26,498.801865
43.0,43,506.657293
25.0,25,511.34138
37.0,37,517.836077
11.0,11,519.550676
15.0,15,522.474394
55.0,55,533.029799
17.0,17,536.394892
26.0,26,541.033364
24.0,24,545.229929
19.0,19,548.765631
10.0,10,550.55735
32.0,32,556.580058
18.0,18,559.961247
13.0,13,562.445624
14.0,14,564.994372
15.0,15,567.91775
35.0,35,574.863594
14.0,14,577.5171
17.0,17,580.906255
39.0,39,587.994927
22.0,22,592.474289
34.0,34,598.896488
15.0,15,601.908283
29.0,29,607.180726
30.0,30,613.005578
19.0,19,616.580376
43.0,43,624.42083
43.0,43,632.321214
98.0,98,650.17105
49.0,49,659.115424
19.0,19,662.348135
33.0,33,668.687737
60.0,60,679.44908
14.0,14,682.017676
59.0,59,692.023336
28.0,28,697.187303
39.0,39,704.608321
21.0,21,708.674936
42.0,42,716.757094
15.0,15,719.590707
53.0,53,729.111723
40.0,40,736.386469
12.0,12,738.657193
21.0,21,742.706026
15.0,15,745.52485
49.0,49,754.411732
13.0,13,756.768012
19.0,19,760.462325
17.0,17,763.458412
47.0,47,772.111883
18.0,18,775.415539
29.0,29,780.521454
41.0,41,788.093522
16.0,16,790.70138
17.0,17,793.778255
31.0,31,799.40915
42.0,42,806.478636
38.0,38,813.322811
