% time spent exploring,episodes,mean 100 episode reward,steps
92,100,24.4,2419
83,200,25.2,4938
73,300,31.6,8098
65,400,25.4,10635
56,500,26.1,13241
43,600,39.5,17194
31,700,38.1,21002
14,800,51.4,26138
2,900,108.6,36998
2,1000,66.2,43619
2,1100,45.9,48208
2,1200,57.8,53993
2,1300,66.9,60681
2,1400,29.8,63665
2,1500,13.6,65029
2,1600,46.8,69712
2,1700,62.8,75993
2,1800,74.0,83388
2,1900,49.5,88337
2,2000,29.4,91275
2,2100,35.2,94799
2,2200,33.2,98114
2,2300,9.5,99066
2,2400,19.7,101038
2,2500,18.8,102922
2,2600,54.4,108357
2,2700,59.7,114330
2,2800,37.8,118108
2,2900,12.7,119374
2,3000,11.6,120532
2,3100,19.3,122459
2,3200,86.1,131068
2,3300,56.9,136757
2,3400,54.2,142179
2,3500,62.8,148455
2,3600,65.9,155044
2,3700,92.4,164289
2,3800,117.3,176015
2,3900,105.9,186606
2,4000,10.9,187695
2,4100,9.6,188652
2,4200,47.0,193350
2,4300,18.8,195230
2,4400,92.4,204465
2,4500,167.4,221206
2,4600,93.8,230587
2,4700,9.6,231548
2,4800,101.2,241664
2,4900,105.4,252207
2,5000,40.9,256300
2,5100,136.4,269940
2,5200,125.2,282461
2,5300,103.0,292759
2,5400,64.5,299208
