% time spent exploring,episodes,mean 100 episode reward,steps
92,100,21.9,2172
85,200,22.5,4426
77,300,25.4,6969
65,400,34.6,10431
54,500,35.9,14024
45,600,25.8,16606
34,700,34.4,20041
23,800,32.8,23319
2,900,75.2,30844
2,1000,119.9,42831
2,1100,131.0,55935
2,1200,140.3,69968
2,1300,137.9,83755
2,1400,162.2,99977
2,1500,165.1,116488
2,1600,187.8,135273
2,1700,181.0,153368
2,1800,171.5,170518
2,1900,190.6,189577
2,2000,193.2,208902
2,2100,191.3,228034
2,2200,153.8,243415
2,2300,198.0,263215
2,2400,200.0,283210
