% time spent exploring,episodes,mean 100 episode reward,steps
94,100,21.2,2098
88,200,25.4,4640
82,300,23.0,6943
76,400,24.7,9410
68,500,32.6,12669
56,600,50.5,17722
50,700,25.7,20293
45,800,21.1,22407
34,900,41.7,26573
21,1000,53.5,31926
2,1100,80.1,39936
2,1200,113.7,51310
2,1300,90.6,60373
2,1400,75.6,67934
2,1500,78.9,75823
2,1600,91.8,84998
2,1700,91.1,94112
2,1800,69.3,101041
2,1900,117.1,112751
2,2000,97.0,122447
2,2100,75.8,130022
2,2200,76.4,137657
2,2300,79.8,145632
2,2400,32.4,148875
2,2500,77.8,156656
2,2600,102.9,166948
2,2700,77.0,174643
2,2800,101.1,184749
2,2900,92.5,193996
2,3000,89.6,202958
2,3100,106.9,213647
2,3200,114.5,225097
2,3300,79.2,233015
2,3400,101.2,243138
2,3500,99.8,253118
2,3600,113.0,264422
2,3700,106.8,275100
2,3800,68.6,281959
2,3900,115.5,293510
2,4000,114.2,304928
2,4100,81.8,313105
2,4200,106.6,323769
2,4300,115.2,335289
2,4400,114.0,346689
2,4500,103.0,356992
2,4600,90.2,366016
2,4700,91.0,375112
2,4800,86.7,383780
2,4900,142.5,398030
