% time spent exploring,episodes,mean 100 episode reward,steps
94,100,23.1,2281
87,200,26.7,4948
81,300,26.0,7547
75,400,22.8,9832
70,500,22.4,12074
64,600,22.3,14302
56,700,32.6,17563
45,800,46.8,22240
28,900,69.3,29167
19,1000,35.0,32671
2,1100,124.6,45136
2,1200,126.0,57739
2,1300,119.0,69641
2,1400,111.7,80808
2,1500,62.9,87101
2,1600,163.7,103473
2,1700,180.5,121519
2,1800,101.7,131690
2,1900,148.0,146486
2,2000,163.4,162821
2,2100,172.9,180114
2,2200,147.0,194817
2,2300,84.6,203276
2,2400,152.4,218518
2,2500,134.2,231942
2,2600,173.2,249263
2,2700,173.2,266581
2,2800,187.4,285326
2,2900,177.9,303117
2,3000,124.3,315545
2,3100,175.3,333073
2,3200,146.4,347716
2,3300,117.5,359464
2,3400,103.1,369777
2,3500,148.5,384630
