% time spent exploring,episodes,mean 100 episode reward,steps
93,100,21.3,2110
84,200,25.0,4613
77,300,22.8,6889
69,400,25.7,9457
60,500,25.5,12007
54,600,18.6,13869
32,700,69.4,20809
11,800,64.2,27234
2,900,55.2,32752
2,1000,92.9,42040
2,1100,116.3,53666
2,1200,86.7,62339
2,1300,103.0,72639
2,1400,71.9,79829
2,1500,124.2,92250
2,1600,111.7,103420
2,1700,117.9,115213
2,1800,121.8,127391
2,1900,118.4,139228
2,2000,133.5,152577
2,2100,140.6,166633
2,2200,164.4,183068
2,2300,160.1,199080
2,2400,140.7,213151
2,2500,177.3,230877
2,2600,189.4,249813
2,2700,188.8,268694
2,2800,187.5,287448
