% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-198.7,39666
2,300,-170.8,56749
2,400,-164.8,73225
2,500,-129.5,86172
2,600,-110.2,97188
2,700,-117.2,108912
2,800,-144.9,123406
2,900,-117.4,135146
2,1000,-113.7,146513
2,1100,-106.7,157179
2,1200,-109.1,168091
2,1300,-107.1,178800
2,1400,-117.3,190526
2,1500,-109.7,201494
2,1600,-108.9,212385
2,1700,-109.8,223365
2,1800,-117.5,235112
2,1900,-105.2,245630
2,2000,-105.8,256207
2,2100,-107.0,266912
2,2200,-104.7,277379
2,2300,-105.4,287914
2,2400,-102.0,298118
