% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-199.4,39734
2,300,-198.2,59559
2,400,-168.5,76411
2,500,-137.8,90192
2,600,-122.0,102393
2,700,-120.8,114472
2,800,-144.4,128917
2,900,-146.6,143580
2,1000,-120.3,155609
2,1100,-104.2,166028
2,1200,-103.3,176355
2,1300,-103.7,186728
2,1400,-103.5,197076
2,1500,-101.1,207184
2,1600,-103.2,217504
2,1700,-105.6,228059
2,1800,-103.3,238388
2,1900,-106.8,249065
2,2000,-104.1,259478
2,2100,-102.6,269737
2,2200,-104.2,280156
2,2300,-103.3,290489
