% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-198.8,39684
2,300,-190.6,58748
2,400,-160.6,74803
2,500,-133.1,88111
2,600,-151.5,103264
2,700,-159.8,119246
2,800,-150.2,134269
2,900,-142.8,148549
2,1000,-126.7,161217
2,1100,-102.4,171455
2,1200,-103.2,181780
2,1300,-102.7,192053
2,1400,-101.4,202196
2,1500,-102.5,212448
2,1600,-107.4,223188
2,1700,-117.2,234912
2,1800,-104.1,245322
2,1900,-102.2,255543
2,2000,-102.3,265773
2,2100,-103.3,276105
2,2200,-103.4,286440
2,2300,-104.6,296902
