% time spent exploring,episodes,mean 100 episode reward,steps
13,100,-266.9,26507
2,200,-114.3,38034
2,300,-87.2,46851
2,400,-97.4,56686
2,500,-86.4,65428
2,600,-84.1,73937
2,700,-83.5,82389
2,800,-80.4,90530
2,900,-78.7,98504
2,1000,-83.2,106926
2,1100,-73.4,114363
2,1200,-74.6,121928
2,1300,-70.5,129080
2,1400,-68.9,136069
2,1500,-67.8,142954
2,1600,-69.1,149966
2,1700,-67.5,156812
2,1800,-66.4,163557
2,1900,-68.8,170538
2,2000,-70.7,177708
2,2100,-73.0,185110
2,2200,-66.1,191818
2,2300,-65.0,198419
2,2400,-67.5,205265
2,2500,-68.0,212160
2,2600,-65.4,218798
2,2700,-66.3,225524
2,2800,-68.2,232444
2,2900,-67.1,239256
2,3000,-68.4,246196
2,3100,-65.4,252838
2,3200,-68.9,259824
2,3300,-67.4,266667
2,3400,-65.6,273330
2,3500,-65.2,279955
2,3600,-64.7,286521
2,3700,-64.5,293072
2,3800,-65.2,299688
