% time spent exploring,episodes,mean 100 episode reward,steps
94,100,21.8,2162
89,200,22.1,4375
82,300,26.0,6970
76,400,24.6,9433
70,500,24.1,11847
65,600,22.8,14123
58,700,27.5,16872
51,800,29.0,19772
44,900,29.2,22696
31,1000,54.6,28155
18,1100,52.2,33370
2,1200,94.0,42765
2,1300,102.1,52975
2,1400,109.4,63917
2,1500,180.1,81926
2,1600,92.7,91196
2,1700,153.6,106559
2,1800,162.6,122821
2,1900,180.0,140816
2,2000,184.1,159223
2,2100,157.4,174967
2,2200,172.8,192251
2,2300,181.4,210394
2,2400,165.7,226960
2,2500,182.9,245248
2,2600,166.0,261845
2,2700,138.2,275664
2,2800,178.9,293555
2,2900,175.1,311068
2,3000,193.4,330411
2,3100,158.5,346259
2,3200,146.5,360906
2,3300,43.1,365212
2,3400,40.5,369259
2,3500,72.2,376478
2,3600,148.7,391347
