% time spent exploring,episodes,mean 100 episode reward,steps
94,100,22.0,2175
88,200,25.6,4731
82,300,25.3,7259
76,400,21.5,9407
71,500,21.3,11536
67,600,19.0,13431
59,700,32.6,16686
50,800,35.7,20257
43,900,28.9,23144
32,1000,43.8,27525
10,1100,89.6,36487
2,1200,103.8,46868
2,1300,107.2,57586
2,1400,135.3,71116
2,1500,76.8,78794
2,1600,124.1,91202
2,1700,107.8,101987
2,1800,130.8,115072
2,1900,116.8,126752
2,2000,64.9,133246
2,2100,157.4,148988
2,2200,102.6,159243
2,2300,141.8,173423
2,2400,146.4,188058
2,2500,88.2,196879
2,2600,140.1,210887
2,2700,190.4,229925
2,2800,158.6,245787
2,2900,178.8,263664
2,3000,157.4,279409
2,3100,100.9,289503
2,3200,66.6,296159
2,3300,106.2,306784
2,3400,155.8,322361
2,3500,33.6,325724
2,3600,48.4,330561
2,3700,120.9,342648
2,3800,159.9,358638
2,3900,148.2,373457
2,4000,99.3,383388
2,4100,98.5,393234
