% time spent exploring,episodes,mean 100 episode reward,steps
95,100,19.8,1959
89,200,24.2,4376
83,300,23.1,6690
77,400,23.0,8994
70,500,32.0,12195
65,600,20.5,14245
59,700,20.8,16327
53,800,28.2,19144
37,900,61.9,25332
29,1000,34.3,28764
12,1100,71.5,35910
2,1200,122.6,48166
2,1300,119.6,60125
2,1400,137.0,73825
2,1500,68.9,80715
2,1600,153.0,96020
2,1700,171.2,113141
2,1800,90.9,122229
2,1900,144.5,136680
2,2000,156.4,152317
2,2100,122.2,164533
2,2200,156.7,180202
2,2300,174.7,197676
2,2400,143.0,211978
2,2500,94.1,221392
2,2600,52.2,226611
2,2700,189.8,245590
2,2800,194.2,265012
2,2900,171.5,282166
2,3000,155.6,297730
2,3100,78.7,305599
2,3200,51.5,310747
2,3300,172.8,328023
2,3400,192.1,347230
2,3500,161.8,363410
2,3600,64.6,369869
2,3700,33.0,373170
2,3800,15.6,374727
2,3900,16.4,376365
2,4000,144.0,390766
