% time spent exploring,episodes,mean 100 episode reward,steps
94,100,23.1,2287
88,200,25.3,4816
81,300,25.7,7386
74,400,29.8,10365
68,500,24.2,12790
63,600,21.5,14939
56,700,29.1,17853
41,800,58.3,23685
17,900,100.1,33695
2,1000,120.3,45724
2,1100,132.8,59003
2,1200,147.8,73784
2,1300,139.3,87712
2,1400,168.4,104557
2,1500,169.6,121517
2,1600,118.0,133318
2,1700,168.3,150152
2,1800,104.9,160643
2,1900,184.7,179115
2,2000,186.1,197725
2,2100,143.9,212116
2,2200,81.6,220277
2,2300,169.5,237231
2,2400,161.8,253409
2,2500,176.2,271034
2,2600,122.1,283240
2,2700,190.0,302237
2,2800,162.7,318507
2,2900,136.7,332180
2,3000,198.6,352042
2,3100,198.2,371863
2,3200,199.7,391831
