# {"t_start": 1599607180.143634, "env_id": "CartPole-v0"} 
r,l,t
15.0,15,8.820147
36.0,36,8.865448
20.0,20,8.890149
18.0,18,8.913026
10.0,10,8.925868
28.0,28,8.957181
22.0,22,8.981091
42.0,42,9.027535
10.0,10,9.046132
33.0,33,9.090064
43.0,43,9.144979
30.0,30,9.181446
13.0,13,9.196384
16.0,16,9.216874
11.0,11,9.22954
13.0,13,9.244487
12.0,12,9.258447
34.0,34,9.296986
19.0,19,9.319573
33.0,33,9.357837
13.0,13,9.372472
34.0,34,9.437543
26.0,26,9.466885
41.0,41,9.512116
11.0,11,9.524887
18.0,18,9.544863
13.0,13,9.559807
11.0,11,9.572341
18.0,18,9.59269
20.0,20,9.614815
11.0,11,9.626856
17.0,17,9.645649
40.0,40,9.690564
33.0,33,9.727528
27.0,27,9.760057
15.0,15,9.777339
17.0,17,9.796861
28.0,28,9.828911
25.0,25,9.857303
14.0,14,9.872838
27.0,27,9.902951
20.0,20,9.926556
18.0,18,9.946752
47.0,47,10.006331
15.0,15,10.916068
34.0,34,11.759876
24.0,24,12.334863
16.0,16,12.79758
21.0,21,13.363759
27.0,27,14.148015
26.0,26,15.020596
11.0,11,15.463596
26.0,26,16.184969
22.0,22,16.842611
34.0,34,17.83949
19.0,19,18.456659
18.0,18,19.11308
30.0,30,20.062106
15.0,15,20.697371
31.0,31,21.684395
31.0,31,22.585936
13.0,13,22.905165
12.0,12,23.198096
15.0,15,23.567614
29.0,29,24.415863
32.0,32,25.28796
9.0,9,25.632425
12.0,12,26.06129
13.0,13,26.515498
19.0,19,27.014943
32.0,32,27.946386
30.0,30,29.134945
22.0,22,29.693748
20.0,20,30.32714
18.0,18,31.068685
35.0,35,32.374181
10.0,10,32.651082
26.0,26,33.653223
18.0,18,34.317959
11.0,11,34.795539
17.0,17,35.473631
20.0,20,36.080427
37.0,37,37.589094
17.0,17,38.210573
11.0,11,38.635619
37.0,37,39.728676
36.0,36,40.917399
14.0,14,41.427517
18.0,18,41.934268
45.0,45,43.70983
14.0,14,44.070752
14.0,14,44.44552
25.0,25,45.266642
20.0,20,45.904129
12.0,12,46.275147
15.0,15,46.868004
16.0,16,47.369305
20.0,20,47.936713
24.0,24,48.762547
20.0,20,49.332161
15.0,15,49.708736
22.0,22,50.433692
17.0,17,51.021257
11.0,11,51.290609
37.0,37,52.4085
43.0,43,54.068662
11.0,11,54.504603
20.0,20,55.080661
16.0,16,55.537913
18.0,18,56.311372
19.0,19,57.12423
14.0,14,57.705929
17.0,17,58.307823
33.0,33,59.381931
12.0,12,59.679641
11.0,11,60.087792
14.0,14,60.636518
48.0,48,62.288838
64.0,64,64.868047
18.0,18,65.592932
22.0,22,66.345707
16.0,16,66.917913
14.0,14,67.321975
38.0,38,68.45239
10.0,10,68.790939
11.0,11,69.232543
11.0,11,69.5999
23.0,23,70.381791
10.0,10,70.66041
35.0,35,71.896575
42.0,42,73.535616
15.0,15,73.981795
24.0,24,74.891993
38.0,38,76.409398
14.0,14,76.775406
24.0,24,77.645912
17.0,17,78.13869
15.0,15,78.530152
26.0,26,79.223297
26.0,26,79.895876
12.0,12,80.191449
12.0,12,80.533126
16.0,16,80.919545
14.0,14,81.272259
19.0,19,81.966747
8.0,8,82.165531
13.0,13,82.491328
26.0,26,83.355244
11.0,11,83.715852
23.0,23,84.502329
32.0,32,85.742577
26.0,26,86.628932
10.0,10,87.050809
58.0,58,88.985412
22.0,22,89.637717
21.0,21,90.190868
18.0,18,90.662983
40.0,40,91.786744
27.0,27,92.831646
21.0,21,93.46377
16.0,16,93.915244
22.0,22,94.488995
24.0,24,95.113635
69.0,69,96.969944
44.0,44,98.399653
19.0,19,99.224106
16.0,16,99.812558
35.0,35,101.183228
17.0,17,101.638998
44.0,44,103.005449
62.0,62,105.404527
35.0,35,106.792232
23.0,23,107.694991
12.0,12,108.063531
41.0,41,109.224058
17.0,17,109.82801
13.0,13,110.173877
16.0,16,110.899926
29.0,29,112.07459
63.0,63,114.057446
16.0,16,114.486206
17.0,17,114.93547
9.0,9,115.214533
37.0,37,116.500219
12.0,12,116.910393
74.0,74,119.146019
33.0,33,119.999396
9.0,9,120.224617
17.0,17,120.838605
56.0,56,122.356241
31.0,31,123.127593
19.0,19,123.724082
21.0,21,124.574193
27.0,27,125.488567
61.0,61,127.558401
23.0,23,128.178691
42.0,42,129.367648
22.0,22,130.273021
49.0,49,132.071917
15.0,15,132.51498
18.0,18,132.976887
51.0,51,134.675332
15.0,15,135.294915
27.0,27,136.38268
25.0,25,137.1058
20.0,20,137.849579
28.0,28,138.871628
81.0,81,141.73121
36.0,36,143.063603
17.0,17,143.786451
32.0,32,144.972794
20.0,20,145.907251
65.0,65,148.236891
17.0,17,148.703152
20.0,20,149.544757
28.0,28,150.578232
47.0,47,152.097702
10.0,10,152.510412
31.0,31,153.585024
27.0,27,154.418954
23.0,23,155.084223
32.0,32,156.316043
36.0,36,157.378484
96.0,96,161.005791
40.0,40,162.376673
19.0,19,162.948925
15.0,15,163.502508
12.0,12,163.946118
70.0,70,166.107635
10.0,10,166.438708
86.0,86,169.141057
87.0,87,171.668749
