% time spent exploring,episodes,mean 100 episode reward,steps
91,100,25.5,2525
82,200,29.4,5464
71,300,32.7,8735
60,400,33.5,12083
48,500,36.1,15693
32,600,48.8,20571
3,700,89.8,29547
2,800,137.8,43331
2,900,173.3,60661
2,1000,160.3,76693
2,1100,166.4,93330
2,1200,135.9,106917
2,1300,109.7,117888
2,1400,120.0,129884
2,1500,130.3,142911
2,1600,148.9,157802
2,1700,166.7,174468
2,1800,164.0,190870
2,1900,140.9,204963
2,2000,153.1,220270
2,2100,120.9,232360
2,2200,118.3,244190
2,2300,96.4,253831
2,2400,129.6,266790
2,2500,117.4,278525
2,2600,156.3,294153
