% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-198.1,39611
2,300,-198.4,59456
2,400,-165.4,75994
2,500,-172.7,93261
2,600,-188.7,112128
2,700,-169.3,129056
2,800,-169.0,145951
2,900,-166.9,162642
2,1000,-180.6,180707
2,1100,-171.1,197818
2,1200,-172.5,215064
2,1300,-188.6,233919
2,1400,-184.5,252373
2,1500,-173.6,269733
2,1600,-170.1,286744
