% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-305.7,30337
2,200,-135.4,43970
2,300,-86.3,52696
2,400,-85.2,61317
2,500,-85.4,69962
2,600,-80.0,78066
2,700,-80.1,86179
2,800,-75.4,93816
2,900,-73.3,101243
2,1000,-73.2,108658
2,1100,-70.9,115844
2,1200,-69.7,122917
2,1300,-69.2,129940
2,1400,-70.7,137107
2,1500,-67.7,143980
2,1600,-67.7,150851
2,1700,-68.2,157774
2,1800,-70.5,164921
2,1900,-68.4,171863
2,2000,-68.3,178797
2,2100,-68.6,185757
2,2200,-72.5,193104
2,2300,-65.3,199732
2,2400,-66.4,206477
2,2500,-67.1,213285
2,2600,-68.3,220214
2,2700,-67.3,227040
2,2800,-66.5,233790
2,2900,-65.4,240435
2,3000,-68.3,247363
2,3100,-67.4,254208
2,3200,-66.4,260946
2,3300,-65.1,267552
2,3400,-68.5,274499
2,3500,-64.8,281084
2,3600,-67.3,287910
2,3700,-65.5,294559
