# {"t_start": 1598813269.1835423, "env_id": "CartPole-v0"} 
r,l,t
15.0,15,13.760298
28.0,28,13.811606
41.0,41,13.887934
31.0,31,13.944848
35.0,35,14.008697
22.0,22,14.050642
18.0,18,14.086893
21.0,21,14.131281
12.0,12,14.155967
31.0,31,14.211315
26.0,26,14.257244
15.0,15,14.285313
19.0,19,14.319269
22.0,22,14.359642
9.0,9,14.37771
13.0,13,14.401915
17.0,17,14.433992
18.0,18,14.469418
36.0,36,14.540213
16.0,16,14.570454
27.0,27,14.623172
28.0,28,14.676218
26.0,26,14.72759
24.0,24,14.764138
19.0,19,14.795956
9.0,9,14.811857
23.0,23,14.850143
19.0,19,14.882775
45.0,45,14.95918
20.0,20,14.992155
33.0,33,15.046751
11.0,11,15.065331
37.0,37,15.126378
28.0,28,15.167301
10.0,10,15.18919
24.0,24,15.241262
30.0,30,15.297699
12.0,12,15.311564
35.0,35,15.368277
13.0,13,15.392235
15.0,15,15.423148
22.0,22,15.466451
14.0,14,15.489838
16.0,16,15.51842
12.0,12,15.52833
21.0,21,16.885526
16.0,16,17.573099
18.0,18,18.667573
11.0,11,19.369941
21.0,21,20.580123
10.0,10,21.151286
26.0,26,22.712766
10.0,10,23.439043
12.0,12,24.349092
31.0,31,26.510461
17.0,17,27.816377
10.0,10,28.58897
17.0,17,29.601584
51.0,51,33.267012
18.0,18,34.50626
10.0,10,35.188723
23.0,23,36.79402
17.0,17,38.00202
28.0,28,40.042403
28.0,28,41.913385
10.0,10,42.61595
18.0,18,43.869977
19.0,19,45.185918
13.0,13,46.236936
14.0,14,47.243956
28.0,28,49.288862
23.0,23,50.744833
14.0,14,51.77837
21.0,21,53.213218
17.0,17,54.331065
41.0,41,57.262239
34.0,34,59.518168
33.0,33,61.961549
13.0,13,62.99457
10.0,10,63.761689
21.0,21,65.342137
9.0,9,66.098138
14.0,14,67.177583
23.0,23,68.534006
16.0,16,69.768472
23.0,23,71.385089
22.0,22,73.12911
32.0,32,75.598838
16.0,16,76.751189
24.0,24,78.279188
11.0,11,79.103026
16.0,16,80.234566
9.0,9,80.780679
11.0,11,81.570641
28.0,28,83.293984
31.0,31,85.414497
20.0,20,86.757903
17.0,17,87.920351
58.0,58,91.422322
50.0,50,94.499819
16.0,16,95.440822
27.0,27,97.12055
26.0,26,98.893808
23.0,23,100.465651
53.0,53,103.543082
17.0,17,104.645651
14.0,14,105.543004
89.0,89,111.018294
37.0,37,113.595744
39.0,39,116.395392
34.0,34,118.907553
18.0,18,120.09161
23.0,23,121.902439
37.0,37,124.425687
36.0,36,126.532013
12.0,12,127.368703
16.0,16,128.436315
12.0,12,129.218032
17.0,17,130.279561
47.0,47,133.731385
14.0,14,134.628607
53.0,53,138.306921
10.0,10,139.063145
12.0,12,139.890697
23.0,23,141.538179
16.0,16,142.643443
13.0,13,143.701365
11.0,11,144.591555
29.0,29,146.643396
46.0,46,150.091966
13.0,13,151.074318
27.0,27,153.071313
15.0,15,154.193552
23.0,23,156.11379
12.0,12,157.196808
17.0,17,158.483173
25.0,25,160.406955
21.0,21,162.009295
10.0,10,162.766682
12.0,12,163.625573
33.0,33,166.356668
16.0,16,167.606708
99.0,99,175.090417
47.0,47,178.627263
16.0,16,179.838561
34.0,34,182.412462
12.0,12,183.337629
